Area,Time,Industry,Direction,Trade value
MK08 Kymenlaakso,201712,"16 Manufacture of wood and of products of wood and cork, except furniture; manufacture of articles of straw and plaiting materials",Exports by countries of destination,22501520.582165744
MK08 Kymenlaakso,201712,"17, 18 Paper industry; Printing",Imports by countries of origin,147317801.67264038
MK08 Kymenlaakso,201712,"17, 18 Paper industry; Printing",Exports by countries of destination,249233463.66894752
MK08 Kymenlaakso,201712,19-22 Chemical industry,Imports by countries of origin,61717642.37355636
MK08 Kymenlaakso,201712,19-22 Chemical industry,Exports by countries of destination,104414412.94667102
MK08 Kymenlaakso,201712,23 Manufacture of other non-metallic mineral products,Imports by countries of origin,12104340.900039824
MK08 Kymenlaakso,201712,23 Manufacture of other non-metallic mineral products,Exports by countries of destination,20478223.091126315
MK08 Kymenlaakso,201712,"24-25 Manufacture of basic metals and fabricated metal products, except machinery and equipment",Imports by countries of origin,27252887.29589805
MK08 Kymenlaakso,201712,"24-25 Manufacture of basic metals and fabricated metal products, except machinery and equipment",Exports by countries of destination,46106657.97762572
MK08 Kymenlaakso,201712,"26, 27 Manufacture of electrical and electronic products",Imports by countries of origin,5001194.743130228
MK08 Kymenlaakso,201712,"26, 27 Manufacture of electrical and electronic products",Exports by countries of destination,8461062.235255783
MK08 Kymenlaakso,201712,28 Manufacture of machinery and equipment n.e.c.,Imports by countries of origin,53056152.92712067
MK08 Kymenlaakso,201712,28 Manufacture of machinery and equipment n.e.c.,Exports by countries of destination,89760834.14793092
MK08 Kymenlaakso,201712,"29, 30 Manufacture of transport equipment",Imports by countries of origin,978494.623655914
MK08 Kymenlaakso,201712,"29, 30 Manufacture of transport equipment",Exports by countries of destination,1655425.219941349
MK08 Kymenlaakso,201712,"31-33 Manufacture of furniture, other manufacturing; repair and installation of machinery and equipment",Imports by countries of origin,34827160.493827164
MK08 Kymenlaakso,201712,"31-33 Manufacture of furniture, other manufacturing; repair and installation of machinery and equipment",Exports by countries of destination,58920875.42087542
MK08 Kymenlaakso,201712,"D, E Electricity, gas, steam and air conditioning and water supply; sewerage and waste management (35-39)",Imports by countries of origin,72227399.44245322
MK08 Kymenlaakso,201712,"D, E Electricity, gas, steam and air conditioning and water supply; sewerage and waste management (35-39)",Exports by countries of destination,122194906.04974477
MK08 Kymenlaakso,201712,F Construction (41-43),Imports by countries of origin,135612106.73038632
MK08 Kymenlaakso,201712,F Construction (41-43),Exports by countries of destination,229429673.07483438
MK08 Kymenlaakso,201712,G Wholesale and retail trade; repair of motor vehicles and motorcycles (45-47),Imports by countries of origin,132314217.44324972
MK08 Kymenlaakso,201712,G Wholesale and retail trade; repair of motor vehicles and motorcycles (45-47),Exports by countries of destination,223850276.9631802
MK08 Kymenlaakso,201712,H Transportation and storage (49-53),Imports by countries of origin,167684986.06133017
MK08 Kymenlaakso,201712,H Transportation and storage (49-53),Exports by countries of destination,283690833.06180084
MK08 Kymenlaakso,201712,I Accommodation and food service activities (55-56),Imports by countries of origin,31601752.28992434
MK08 Kymenlaakso,201712,I Accommodation and food service activities (55-56),Exports by countries of destination,53464103.39958728
MK08 Kymenlaakso,201712,J Information and communication (58-63),Imports by countries of origin,138909996.0175229
MK08 Kymenlaakso,201712,J Information and communication (58-63),Exports by countries of destination,235009069.18648857
MK08 Kymenlaakso,201712,K Financial and insurance activities (64-66),Imports by countries of origin,19352449.223416965
MK08 Kymenlaakso,201712,K Financial and insurance activities (64-66),Exports by countries of destination,32740632.1277289
MK08 Kymenlaakso,201712,"681, 68209, 683 Other real estate activities",Imports by countries of origin,19497411.389884505
MK08 Kymenlaakso,201712,"681, 68209, 683 Other real estate activities",Exports by countries of destination,32985880.30846095
MK08 Kymenlaakso,201712,"68201, 68202 Letting and operation of dwellings",Imports by countries of origin,233534050.17921147
MK08 Kymenlaakso,201712,"68201, 68202 Letting and operation of dwellings",Exports by countries of destination,395094819.15933526
MK08 Kymenlaakso,201712,"M Professional, scientific and technical activities (69-75)",Imports by countries of origin,60449223.41696536
MK08 Kymenlaakso,201712,"M Professional, scientific and technical activities (69-75)",Exports by countries of destination,102268491.36526558
MK08 Kymenlaakso,201712,N Administrative and support service activities (77-82),Imports by countries of origin,55665471.92353644
MK08 Kymenlaakso,201712,N Administrative and support service activities (77-82),Exports by countries of destination,94175301.40110786
MK08 Kymenlaakso,201712,O Public administration and defence; compulsory social security (84),Imports by countries of origin,176890083.63201913
MK08 Kymenlaakso,201712,O Public administration and defence; compulsory social security (84),Exports by countries of destination,299264092.5382861
MK08 Kymenlaakso,201712,P Education (85),Imports by countries of origin,72807248.10832338
MK08 Kymenlaakso,201712,P Education (85),Exports by countries of destination,123175898.77267298
MK08 Kymenlaakso,201712,Q Human health and social work activities (86-88),Imports by countries of origin,194937873.3572282
MK08 Kymenlaakso,201712,Q Human health and social work activities (86-88),Exports by countries of destination,329797491.0394265
MK08 Kymenlaakso,201712,"R, S Other service activities (90-96)",Imports by countries of origin,49975706.889685385
MK08 Kymenlaakso,201712,"R, S Other service activities (90-96)",Exports by countries of destination,84549310.30737482
MK08 Kymenlaakso,201712,T Activities of households as employers; undifferentiated goods- and services-producing activities of households for own use(97-98),Imports by countries of origin,1485862.2062923138
MK08 Kymenlaakso,201712,T Activities of households as employers; undifferentiated goods- and services-producing activities of households for own use(97-98),Exports by countries of destination,2513793.8525035297
MK08 Kymenlaakso,201812,"A Agriculture, forestry and fishing (01-03)",Imports by countries of origin,46733462.934608705
MK08 Kymenlaakso,201812,"A Agriculture, forestry and fishing (01-03)",Exports by countries of destination,106020610.04352538
MK08 Kymenlaakso,201812,B Mining and quarrying (05-09),Imports by countries of origin,3322862.0090491516
MK08 Kymenlaakso,201812,B Mining and quarrying (05-09),Exports by countries of destination,7538321.262064102
MK08 Kymenlaakso,201812,10-12 Food industry etc.,Imports by countries of origin,19540867.41101381
MK08 Kymenlaakso,201812,10-12 Food industry etc.,Exports by countries of destination,44330861.7337898
MK08 Kymenlaakso,201812,"13-15 Textile, clothing and leather industry",Imports by countries of origin,2682677.5852873884
MK08 Kymenlaakso,201812,"13-15 Textile, clothing and leather industry",Exports by countries of destination,6085984.138180193
MK08 Kymenlaakso,201812,"16 Manufacture of wood and of products of wood and cork, except furniture; manufacture of articles of straw and plaiting materials",Imports by countries of origin,13352417.981316771
MK08 Kymenlaakso,201812,"16 Manufacture of wood and of products of wood and cork, except furniture; manufacture of articles of straw and plaiting materials",Exports by countries of destination,30291602.869578682
MK08 Kymenlaakso,201812,"17, 18 Paper industry; Printing",Imports by countries of origin,153827171.53818366
MK08 Kymenlaakso,201812,"17, 18 Paper industry; Printing",Exports by countries of destination,348975863.1961051
MK08 Kymenlaakso,201812,19-22 Chemical industry,Imports by countries of origin,41124227.98355326
MK08 Kymenlaakso,201812,19-22 Chemical industry,Exports by countries of destination,93295370.4818759
MK08 Kymenlaakso,201812,23 Manufacture of other non-metallic mineral products,Imports by countries of origin,11553804.60027182
MK08 Kymenlaakso,201812,23 Manufacture of other non-metallic mineral products,Exports by countries of destination,26211227.140571505
MK08 Kymenlaakso,201812,"24-25 Manufacture of basic metals and fabricated metal products, except machinery and equipment",Imports by countries of origin,26491441.15471296
MK08 Kymenlaakso,201812,"24-25 Manufacture of basic metals and fabricated metal products, except machinery and equipment",Exports by countries of destination,60099093.3645294
MK08 Kymenlaakso,201812,"26, 27 Manufacture of electrical and electronic products",Imports by countries of origin,3993531.4053709977
MK08 Kymenlaakso,201812,"26, 27 Manufacture of electrical and electronic products",Exports by countries of destination,9059817.296609148
MK08 Kymenlaakso,201812,28 Manufacture of machinery and equipment n.e.c.,Imports by countries of origin,42313141.91339653
MK08 Kymenlaakso,201812,28 Manufacture of machinery and equipment n.e.c.,Exports by countries of destination,95992567.99766031
MK08 Kymenlaakso,201812,"29, 30 Manufacture of transport equipment",Imports by countries of origin,335334.69816092355
MK08 Kymenlaakso,201812,"29, 30 Manufacture of transport equipment",Exports by countries of destination,760748.0172725241
MK08 Kymenlaakso,201812,"31-33 Manufacture of furniture, other manufacturing; repair and installation of machinery and equipment",Imports by countries of origin,34722383.74593563
MK08 Kymenlaakso,201812,"31-33 Manufacture of furniture, other manufacturing; repair and installation of machinery and equipment",Exports by countries of destination,78771999.24303679
MK08 Kymenlaakso,201812,"D, E Electricity, gas, steam and air conditioning and water supply; sewerage and waste management (35-39)",Imports by countries of origin,62585648.66585236
MK08 Kymenlaakso,201812,"D, E Electricity, gas, steam and air conditioning and water supply; sewerage and waste management (35-39)",Exports by countries of destination,141983243.58731744
