Business_ID,business_line_code
1874425-1,41200
1068955-0,74101
1033418-6,90030
1030289-7,46491
1025569-9,70220
2241443-1,41200
1003782-7,82110
1558701-9,25620
2240918-1,41200
2240203-5,41200
1032252-1,47799
1070203-0,32130
1075854-4,93299
1076340-7,68310
2244237-9,47114
1582129-0,74909
1570642-8,74909
2243157-3,73111
2222522-7,96021
1879226-1,68310
1879325-6,79900
1914556-8,41200
2244990-9,46170
2245152-3,56101
2031123-6,41200
2330390-1,63110
2004551-3,90010
2325167-0,41200
2324606-2,47913
1964089-2,69102
1866932-7,56102
2459083-4,93120
2312954-4,70220
2233935-5,73111
2304099-6,46699
1914522-6,41200
2304049-4,46699
1914514-6,46189
1867167-0,41200
1914510-3,47511
1914526-9,82200
1866318-7,77390
1866216-8,41200
1866200-2,47785
2218793-7,70220
2234550-1,74102
1879641-4,64990
0981903-9,41200
2221820-3,46499
2221455-2,86909
2218872-9,86909
0907663-4,70220
2244449-7,70220
1877494-4,46494
1877293-0,86909
0990605-2,71123
0985863-6,43320
0982543-9,79120
0981845-8,55903
2235502-1,47540
0980690-8,43220
1875535-6,46461
0976286-1,68209
0973491-6,70220
0970186-6,69201
2240080-6,73111
2238820-2,01611
2238084-1,52230
1876752-5,82200
2236436-6,96022
2182526-3,96022
0741894-4,46650
1901908-6,56102
1889138-2,41200
2540447-4,01420
1746340-7,62010
1110128-8,25620
2568483-2,45112
1831475-3,47599
2437373-3,74901
1840856-5,63110
1849141-8,70220
1914816-0,41200
1912959-2,47711
2193209-3,79120
0615419-0,28290
2572252-8,46699
0649598-0,47531
1886605-6,47785
2564012-7,71123
2222215-7,56101
1878408-5,64990
0689249-2,66190
1876023-5,66120
2547354-1,62010
2521455-8,71125
1870323-0,86220
1759631-4,79900
1760202-4,43299
1766139-0,62090
1110320-8,66220
1889248-1,79110
2400123-5,02200
1889311-8,73111
2202510-2,45201
2356904-8,86220
2200778-0,62020
1890297-7,73112
2200112-7,74901
1890855-1,43220
2199452-6,46390
0144668-8,47113
1072279-5,68209
2087036-1,41200
1812039-3,70220
1807262-7,47719
0974933-3,01240
0983258-3,45112
1805431-4,45201
2421606-8,86220
1796564-2,81210
1036606-5,32999
1060700-9,47112
1868186-0,62010
1851544-0,52219
2545891-5,02200
1923850-2,46732
1707694-1,49320
1734563-8,79900
1838021-6,46491
1644714-9,47299
1642954-9,88101
1858462-2,55101
1872923-8,43210
1893729-9,41200
2531077-7,46130
1641063-7,68209
1494286-7,32120
2525516-5,26400
1638041-5,87901
2548498-8,62010
2048792-8,87909
2026284-1,46331
0146222-3,08120
2089419-5,47641
2088969-5,46692
2086483-4,62020
1539700-4,70220
1713049-3,62010
2066211-6,41200
1613321-1,62020
1726701-9,41200
2564313-3,85530
2016528-3,81100
0434484-7,68209
2509306-3,47521
2017170-4,70220
2553439-1,52291
1625925-2,47242
2070351-2,47711
1619822-6,73111
2119653-2,81300
1950882-4,70220
0570791-0,41200
2130430-2,73111
2141307-4,41200
2154176-2,43341
2161494-1,47785
2164154-4,45201
2177985-0,43999
1633003-9,71121
1720530-1,86220
1953039-4,23700
2204020-6,70220
2205075-4,47919
2181826-6,46480
2205171-4,74102
2184372-8,90030
1027785-5,47719
1900127-3,41200
0965128-0,43999
1900320-1,81100
2183247-1,45201
2218215-9,71129
2191592-0,47529
2148375-0,93130
2208826-9,70100
1882050-9,41200
1882601-1,61100
1882603-8,61100
1882707-3,64990
0298633-6,35301
2208573-8,49320
2209052-9,56101
1883984-0,41200
2208448-7,45111
1884139-3,43999
1884403-3,70220
2208035-5,78300
2207057-9,59110
2184762-2,73111
1899741-9,66120
1899419-7,64990
2174738-1,43999
2180541-4,74201
1902507-2,58142
0624748-5,41200
2180125-3,56101
1902827-3,41200
2177319-2,47785
2175462-9,81210
1903878-9,93120
2175337-8,68320
2175110-2,70220
2183130-5,70220
1899349-3,81220
2120227-7,41200
1901255-4,59200
1900571-7,41200
2186277-7,62010
2185954-3,46431
2185709-7,73111
2185380-3,46699
2185281-9,79900
1085407-7,56101
2184868-4,47301
2206245-6,81210
2206186-7,70220
2191871-8,62020
2196386-9,62010
2196236-4,88101
2196214-5,66190
2195949-9,74201
2195596-5,86909
2222755-6,41200
2193752-1,46412
1893193-8,45111
2205203-9,41200
2199448-9,56101
2191785-4,71126
2198047-4,74901
1893973-7,68209
1894046-3,66120
1891303-5,71126
2191745-9,25620
2199365-4,56101
2199540-6,46901
1887865-5,41200
1887899-7,64990
2205180-2,46499
1888245-1,85599
2197562-4,70220
2198297-1,41200
1881696-4,68320
0710792-7,68201
2209208-1,86909
0551010-6,43120
2216284-4,93120
2215696-2,47791
2215300-8,62020
2214137-3,68310
2214121-8,85599
2213671-8,70220
2212840-0,81210
2212490-1,41200
1880867-3,74909
2205460-8,43341
2210896-0,70220
2210386-0,46739
1881228-5,70220
1881240-2,74909
1881408-8,46412
0630232-5,59110
2209666-4,46189
1886586-2,62020
2205864-1,73111
2205863-3,45112
1010220-3,45201
1898486-1,58142
2509878-8,47641
1755475-5,96021
2268229-2,71127
2550609-1,46909
2475418-1,70220
2505885-8,41200
1725339-7,41200
2548078-4,46742
1969307-0,70220
2550468-6,64990
2059625-1,47785
0959609-0,41200
2559456-2,47540
1741030-5,55300
1104092-1,52299
2205060-7,28290
2196755-2,47919
1485784-9,74901
1491449-5,81100
1565406-6,87203
1587548-3,64990
2507472-7,25620
1610625-6,28290
2528069-4,39000
0486700-7,14130
2306627-2,74109
1046820-5,64990
0760897-5,41200
0772873-1,43120
1043777-5,43130
1064419-2,25110
1067151-0,47799
2552345-7,77120
2519907-9,47301
0975484-5,47719
0984310-0,43210
1088703-9,01620
2513009-8,46711
0972108-2,46130
0990068-9,52229
2044805-6,62010
2179311-8,68310
2206531-5,52299
1458864-2,25110
2505776-7,68310
1969413-7,56101
2560018-4,70220
2537832-5,47523
2571864-1,47410
2524440-7,64990
2051408-4,69201
1078364-3,55101
2190781-6,43120
2193916-4,33121
2531242-2,68310
2184844-9,56102
0852443-1,73111
2545780-8,41200
2547868-4,77110
2126426-7,79900
2142566-5,79120
2448108-0,47641
2502744-5,78200
2150711-8,47785
2155872-4,63110
2562026-5,96012
2164367-0,71123
0163887-4,47595
2556509-1,82300
2287736-4,43291
2173433-7,16290
2177395-0,49410
2421039-5,46909
0765442-9,08120
1792024-1,45311
2510011-2,46699
2520159-7,56290
2125405-0,47785
2139043-1,41200
2144888-3,71126
2175174-3,43320
2183789-7,46140
2511419-4,73111
0566547-4,49410
2150157-6,41200
2193233-3,62010
2533179-7,81100
2546004-6,41200
2199750-8,79900
2208604-4,47410
2562717-6,68209
2239436-2,55209
0776773-0,86220
2012606-5,41200
0991179-1,68209
1504151-8,68310
1054687-5,86904
1527181-5,41200
1025428-2,43220
1071097-0,70220
2557744-7,52219
2564229-6,41200
2540136-1,96021
2519502-7,46390
2459417-3,41200
2531887-5,41200
2540358-6,43341
2541499-8,41200
2555976-7,56102
2540500-4,29320
2535238-7,66190
2569064-2,10130
2533629-9,46421
2521927-9,71121
2561208-9,41200
1086166-4,73111
2518131-1,71129
2529505-2,52291
2505284-3,56101
2525106-8,45201
1089133-7,74300
1092150-8,68310
1093869-2,56101
1036337-4,88101
2573214-4,45201
2551919-1,43220
2531897-1,49410
1045913-0,62010
2557226-7,56101
1048058-9,10890
1057393-7,47540
2511247-1,41100
2509497-1,47913
1060459-6,71110
2509079-4,74201
2503113-7,45201
1062662-1,74901
1031661-5,77110
2541028-4,43110
1064178-4,86909
2526142-6,33200
1066299-9,86909
0494056-9,66190
1067804-2,77220
2534717-4,81100
1040422-8,53200
2559601-5,41200
2569808-9,41200
2553411-3,46699
1096595-7,49410
1097449-0,71110
1532498-0,46510
1081916-7,68209
2509415-4,80100
2434589-8,74901
1956661-0,62010
0646357-5,80100
1537144-5,43120
1105276-2,47781
2168226-6,43120
0186705-2,49410
2520663-8,70220
2549274-2,56101
0630589-2,47599
2363569-0,47410
2408422-9,88911
1869056-4,20140
0568736-6,13930
1594429-0,43220
0460639-2,71124
1611358-7,02200
0990027-5,41200
1009649-9,71127
1073801-7,43210
2538296-5,63120
1101619-8,62010
2556590-5,47719
2548621-1,56101
2504473-9,43110
1102769-8,47641
0614393-4,41200
1109334-5,62020
2507351-3,70220
2537205-4,47621
2558880-8,74909
2510059-3,56101
2513027-4,90020
2508060-9,46470
1071647-5,68310
2507979-8,63990
1071989-5,71123
1072329-6,93120
2510373-5,32300
1458673-5,43999
2525137-5,41200
2556503-2,46901
2561383-1,62010
1073033-0,82990
1497817-3,68202
1525376-4,56102
0738528-1,86901
0129244-7,49391
0845889-2,86230
2025806-8,47919
2544294-8,93130
2506714-8,46390
0877152-0,82920
2510045-4,80100
2058646-7,41200
0684324-4,47529
0927202-9,41200
2552266-5,56301
0930533-7,51101
2105914-0,86904
0568754-2,86901
2137854-7,25620
0500346-2,82110
2018468-7,43210
1025499-5,02200
1069885-2,41200
1074253-4,47591
2549269-7,56101
1850569-9,68310
1746669-1,71123
1901229-8,47789
0832437-6,69201
2545208-9,71129
0725624-4,28990
2445747-8,41200
2518254-1,96011
0426871-7,68201
0953738-1,43210
0833082-1,43220
2559381-8,41200
2502661-0,41200
2548730-2,41200
2218462-1,70220
2526667-3,41200
2448233-1,90010
2464182-2,36000
2516570-9,43999
2565876-5,46909
2472896-0,47641
2560544-4,71124
2533845-4,46691
2508538-9,93190
2532770-4,41200
2052574-4,43120
2394318-3,68209
2554490-1,46140
0580851-9,46491
1926500-9,46691
1897591-4,74201
2063602-2,43999
2078256-4,47784
1894395-5,47789
1541569-8,96011
2555474-7,47610
2573180-3,80100
0306444-8,46370
0968409-0,47596
1033612-2,31010
2543136-8,55300
2512690-2,73111
2533472-8,90030
2570167-1,56101
2552782-9,41200
1039423-4,52299
1897187-6,43999
1039595-8,56102
1047633-6,47410
2442205-6,73111
1060810-8,45112
1843088-5,56101
2083412-5,96022
1107505-9,70220
2572445-1,56301
0208175-6,46360
2283519-9,69201
1858934-3,87901
1990403-4,95240
0397755-4,71124
2540534-6,70210
2529239-6,25110
2503480-5,71129
0958899-8,43110
2427288-7,70220
2459735-8,90010
2518785-2,31090
1847864-3,41200
2528633-2,56101
2158355-9,43999
2173380-1,80100
1600748-5,62010
2530798-1,68202
1607713-3,49410
1771244-2,46470
1808167-0,68209
2515963-2,59200
1903314-4,02200
2502921-3,68202
2440365-6,10710
2507864-8,25620
1000206-9,43120
2506964-5,71125
2370970-9,01611
1022525-4,79900
2223085-1,02200
0710875-1,90010
2245460-1,49410
2287835-9,43120
2504431-7,78200
1093491-5,47521
1960151-9,46499
1011252-4,41100
2548936-7,45112
1966802-7,43220
2521409-9,45201
2044018-5,02400
2065640-2,56102
2088124-7,41200
2088923-0,56101
2095975-3,27900
2514431-8,02200
2128571-1,72110
2539631-2,74901
2575496-8,74901
1737804-2,47113
2510906-1,41200
1069430-9,71127
1707531-6,47210
1753791-2,59200
1988276-0,41200
2183059-9,25110
2551718-8,49410
0972457-4,23610
0983342-0,71127
1737437-5,49410
2507883-2,41200
2429145-5,66120
1547953-6,47719
2534654-2,93190
2133264-5,41200
2510061-4,56302
2105220-5,41200
2362936-2,82990
2560358-8,45112
2192225-8,46189
2193357-1,43999
2141141-5,62010
2514069-1,41200
2539167-7,41200
2508521-5,47299
2505167-2,71129
2239684-3,86220
2548494-5,53200
1465392-6,45201
0981373-7,32120
1015938-1,02200
2503727-2,70220
1037354-8,70220
2506809-5,56102
2505204-2,46699
1476568-8,43999
2368726-3,49410
1519497-9,68201
2519628-1,46170
2529761-3,78200
2541087-4,41200
1809686-4,41200
2559323-6,52291
1909716-4,41200
2536914-6,47990
2026681-8,28290
2141967-9,68202
1925824-7,56101
2521407-2,25620
2165337-7,45112
2168405-0,55903
2560927-7,46901
2208670-6,78200
2548759-9,81100
2561655-7,43220
2533181-8,47919
2033740-1,41200
2027532-7,56101
1958931-0,47529
2576141-2,46140
1967305-3,47420
1972111-5,27900
2524689-1,41200
0174568-8,68209
1990437-6,45321
2520015-6,82300
2008310-6,41200
2022410-8,16100
2524803-7,56102
1104663-7,71127
2506667-1,56101
2186298-8,66220
2213682-2,78200
2212578-7,70220
2211531-9,70220
2211489-3,79900
2210730-0,43220
2208642-3,46389
2206180-8,41200
2224800-7,46492
2229324-6,56101
2050010-9,19200
1999489-3,56101
1095216-0,49410
1104596-8,66120
1776165-8,86909
2181318-2,47410
2514390-5,47764
2546341-5,47594
2242686-2,46610
1911656-4,74201
2204182-3,85599
1739729-4,11070
2241614-6,85599
2109391-2,93110
2215762-3,62020
2216891-2,68310
2189563-2,45201
2156173-9,41200
0170264-5,86220
2098763-1,70210
2275465-5,41200
2509701-3,56302
2110715-7,71123
0908147-6,68201
2169639-3,70220
2164773-5,81210
2203556-2,43991
1539216-6,68320
2119460-9,64920
2154556-0,79900
2516438-6,96021
2219627-8,43220
2224764-5,46170
2221908-9,68320
2219766-8,43220
2218610-9,46630
2524483-7,41200
2497938-0,41200
1017241-2,43320
2239120-9,70220
2507132-3,45112
2503746-7,68209
2569390-7,68209
2564069-6,70220
0858943-8,71110
2466046-8,79900
0792669-0,43210
0870666-5,74909
2528152-3,46389
0861937-7,41200
2508433-5,81100
0884591-3,68209
0896638-7,71123
2436682-4,37000
2527120-2,47410
2503128-4,71129
0923039-8,45111
2565664-7,81220
2511768-6,43999
0223290-5,41200
2511144-4,43999
2500237-9,41200
0942380-0,71125
0990604-4,45111
2550186-4,47621
2507485-8,81210
2557050-1,71126
2546658-7,43330
2007907-8,46901
2118852-4,73111
2524691-2,71126
2539954-8,74909
2510128-9,62010
0960866-1,11050
2544257-7,02400
0971315-4,46901
0975206-5,68209
2553708-2,81100
0982131-5,68209
0983891-8,78200
1003526-6,41200
2533650-4,49410
0985565-4,43341
1035074-1,25620
2506659-1,41200
0990096-1,72200
2033268-6,01499
2032317-3,58290
0571582-2,66120
2523130-7,63110
2190121-1,46390
2189647-5,95220
2188016-6,73119
2540376-2,41200
1538037-6,13990
0990479-4,46731
1443636-6,56102
1911453-4,17110
2181737-8,70100
1951485-3,25110
2543405-9,86101
2157246-2,66120
1976718-0,02200
2156202-9,46901
2154051-6,43120
0984727-5,46699
2548867-1,52299
1809677-6,56101
1970181-9,41200
2152299-1,70220
0186187-3,49410
2140151-6,81100
2138691-8,46130
2190759-2,68209
2191198-9,49320
2193416-0,41200
2515266-8,62020
1548063-3,71127
1963359-6,74909
2469072-0,79900
1064014-0,47789
2091202-3,45201
2008856-4,41200
2185088-0,62010
1654838-8,49410
1774680-2,38110
2552524-1,61100
2182953-9,47719
2193898-9,43330
0990212-3,86904
2492309-6,42220
1583524-6,16100
1884220-6,47763
2504548-3,20150
2196846-7,43999
2557962-9,86901
2195029-1,41200
2417490-2,41200
2194366-5,80100
2136949-9,70220
2135306-7,73111
2132808-0,43120
2537031-5,41200
2244631-0,41200
2527540-6,66210
2299775-3,45322
2260307-2,62010
2257088-0,70220
2496944-9,43341
2247825-9,37000
0989294-9,47792
2518352-8,78200
2245441-7,74901
2172381-4,47610
1058837-0,43320
2245060-0,93110
1044475-6,77390
2244191-5,59200
2243952-4,86220
2229864-5,41200
1047189-3,68100
2214969-0,45112
2189942-2,71125
2504124-7,03110
2205143-1,68310
2098814-0,79900
2128385-5,43210
2095058-0,73120
2128294-0,85600
2160140-3,41200
2161888-9,51102
2162378-4,73111
2366621-9,79900
2178950-6,72193
2507781-3,28990
2019410-5,43220
2178229-1,46140
2084867-4,27400
2122156-6,70220
2176266-1,43120
2202355-3,70220
2176847-3,47789
2123081-7,62010
2140144-4,93299
2174330-5,27520
2172675-9,45201
2171947-9,43220
2167353-8,74909
2166950-4,43220
2182685-6,77110
2250127-9,41200
1955767-7,47292
1020063-9,68310
1485719-5,68202
1588018-6,56102
1589119-2,02200
1601010-7,68320
2541588-6,85510
2506903-9,45112
1607882-2,74102
1610409-0,43220
1614934-4,41200
1618599-4,31090
2502717-0,41200
1627948-0,47719
1533341-4,41100
1631200-9,46450
2487717-3,78200
1468880-3,66120
1469701-3,71129
2523674-9,70220
2513254-4,46170
2521587-6,46389
2563350-9,73111
1478662-2,46441
1568235-8,71124
1564772-0,68209
1564484-5,70220
1707565-8,41200
2517072-7,70220
2511595-5,85593
2521768-7,41200
2526797-5,70220
2550067-7,52291
0210078-5,86909
0398148-1,16239
2557374-5,47650
1068805-6,46381
1592379-9,46381
0641054-5,47540
2508793-1,41200
0646399-7,69201
2506096-6,43120
2574018-7,77110
2518762-5,70220
1031105-6,70220
2568537-6,51102
2455640-9,96090
1538695-4,47410
2501668-2,43210
2514980-5,62010
2536848-5,46901
2454026-3,68320
2538508-2,46909
1098124-4,01640
1738940-3,96021
2551590-8,68202
1635099-6,47610
2520200-4,46909
2554340-7,70220
1653814-7,70220
2350943-2,71127
1715254-5,70220
0653498-6,47292
1715911-4,25620
2519687-1,70220
2512035-9,41200
1725955-3,70220
2060062-8,16100
1719242-4,96022
2541587-8,43999
1730822-0,68202
0908468-5,71125
1716645-3,88999
2546166-3,64990
2537128-9,63990
2562583-2,41200
0734586-1,41200
2530615-3,71125
1521033-4,62020
1523157-3,64990
2540943-5,71129
2574797-9,62010
2518317-3,25620
2487055-3,47789
1633874-3,56301
0923849-6,81100
2552341-4,81300
1766007-2,74901
1746055-6,16231
1748509-1,74201
2485240-0,74909
1753867-5,71123
2515133-1,70220
0944371-3,62030
1763330-6,59110
0945211-8,46431
0187241-7,68320
2562350-3,63990
2537700-7,88101
2435594-9,62010
2114677-0,49410
2555940-9,46382
2522127-2,51102
1008744-5,68202
2545387-4,41200
2531341-7,41200
2132743-2,72193
2190916-8,68320
0836220-9,20300
0831740-8,41200
2556704-6,43220
2416039-1,88999
2516492-5,17120
2513161-3,41200
2528163-8,41200
1590838-8,56101
2069542-8,41200
2461526-1,78200
2199335-5,77290
2529155-3,45201
2520653-1,64200
2238523-9,49410
2537428-7,25110
1008097-2,71110
2111262-6,43341
2533550-1,70220
2499984-0,47521
2539891-6,81100
2566733-8,56101
2564023-1,41200
1021603-2,77220
2493978-4,69201
1022237-9,73112
2539222-3,41200
2509555-2,33121
1023104-8,70220
2536439-6,46711
1004241-5,77290
1030018-9,72191
2236878-9,46442
2554377-3,10710
2506044-8,74909
1011486-1,68209
2510490-6,62010
2511968-1,46739
0995748-2,20410
2059904-9,36000
1003025-4,62020
2053132-7,47512
2410529-6,70220
2555430-9,66120
2512383-2,49410
2511899-6,41200
2444468-5,47789
2524105-4,41200
0697320-9,64990
2511361-8,93130
2217701-8,43341
2508563-7,56101
0730003-0,86902
2558435-6,41200
1012107-6,41200
2534277-9,90020
2576394-4,46522
2546044-1,82990
2549416-6,47799
2553225-7,78200
2545182-8,73111
2526253-3,43341
1872341-8,80100
2558818-9,81210
2520682-2,46499
2231880-2,47591
2224562-3,71123
2560897-9,47529
2357895-6,35301
2554529-3,81100
2555637-1,47512
2551007-4,43120
2376594-6,62010
2376651-9,72193
2461741-9,43220
2379059-4,62010
2412449-7,74109
2555738-2,41200
2553152-9,41200
2531961-6,46412
2550536-3,46610
2533246-6,69201
2516670-1,45201
0924923-2,87901
0876640-6,49410
2671665-6,96090
0758697-2,64990
2635321-8,74901
2692408-4,43220
0741426-5,46210
2413187-3,62010
2712352-9,85600
2308772-7,46189
2671589-9,46610
1544412-2,22220
1010219-0,41200
0789768-2,47521
0724070-1,46442
0613955-6,85530
2235957-5,28290
2686561-9,01450
2358177-6,62010
2524397-3,28990
2684643-4,41200
2699110-5,41200
2714793-4,82990
2689691-7,55109
0669122-8,50300
2626129-2,56101
0706409-0,43210
0927919-1,43210
0924480-2,16100
0872901-5,66190
2693794-2,93299
2717200-5,70220
2657672-9,01300
0645911-1,03110
2670659-7,71124
2204102-2,68310
0846571-8,93120
2678850-2,29320
2289593-3,33129
2338934-6,43210
2693953-4,45191
0964061-0,47799
2667697-3,52240
2654035-5,93190
2553335-6,01160
0931878-7,49410
1808523-3,32502
2700154-8,79900
0969128-2,45321
2695727-3,56101
0955634-7,47521
0956880-7,70220
0958333-7,43991
2693949-7,43999
2585801-1,49410
2546633-3,68209
0160732-2,59140
0472661-8,43220
0905287-8,32999
2662088-1,70220
2132477-6,46382
0792627-9,10200
2137046-5,74300
2173806-3,43999
0958349-2,62010
2699446-1,25110
2624703-6,45201
2683944-5,43910
2115272-4,41200
0926321-0,58130
1700553-7,68201
2628736-1,68209
2701004-9,93190
2682845-5,52299
2560054-7,45201
2568865-7,96090
2081050-2,10710
2572443-5,70220
1787558-3,43120
2689221-1,63990
0936449-2,47799
0929556-2,93120
1092199-7,33129
1864195-7,47783
2687166-4,46770
0864474-0,81210
1453143-5,66120
0875266-1,77330
2521442-7,70220
0875268-8,10710
0898273-1,82920
0919870-3,47292
0921184-0,56210
0502519-4,47785
0751663-2,46699
2662875-2,93299
2660727-3,55909
2556105-8,96022
2062667-6,25620
1955467-9,78200
1532843-9,81100
2711757-5,56302
2713306-5,81100
2679144-5,56103
1704833-4,62020
1754492-8,47113
0846147-7,08120
0827676-5,71121
2707036-7,46909
1447765-1,02200
2648997-5,41200
2674325-9,85600
2106468-7,68209
1870598-1,88991
2648213-2,70220
2630113-5,56302
2095150-8,41200
1983509-1,66220
1942073-4,62010
2023549-9,69202
1519622-9,16231
2607438-2,85599
2684662-9,68201
2659617-2,70220
0937001-6,46610
2100173-1,41200
0884087-2,68209
2092552-9,88911
1852865-5,33110
2045467-5,41200
2687637-7,82990
2412045-3,41200
2576676-6,85599
0140838-2,66190
2692184-4,69201
2715060-7,45192
2481637-0,42999
2691089-7,47912
2631677-5,47114
2697955-2,01410
2378979-6,68209
1587168-5,56101
0909548-0,55300
0885804-4,25620
0886936-8,50300
0900170-4,56290
0836240-1,36000
2576672-3,96090
0967386-9,68209
0922744-7,41200
0924754-4,47301
0876543-8,49410
0835105-9,68310
0815259-4,56103
0773675-8,33129
2628739-6,68209
0632237-7,70210
1742203-1,47113
2607218-4,63110
2692324-1,62030
1458516-9,47113
0627424-8,10710
2412975-7,42999
2290102-9,55903
2692134-2,93110
2701437-3,66120
2624965-6,14110
2624966-4,68202
0523604-7,03210
2550790-8,47783
2709807-9,59110
0134606-2,43120
2545129-7,46732
2657411-7,78200
1574473-1,56101
1504145-4,26510
1454555-4,86909
2671462-6,56101
2111103-3,59200
2147662-2,45201
0948255-2,47410
0937597-6,47594
2657365-9,35113
0937201-1,68209
0932935-5,43120
0714596-6,66190
0885346-2,77320
2699876-1,69102
1049128-8,47789
0985376-3,46140
2571550-4,46370
2672071-9,56102
2581100-2,68100
2679701-1,46699
2705038-2,10390
2650404-7,77390
0940742-1,29320
2113559-6,49410
2611647-4,13990
1106577-4,25620
2200076-5,55903
2316349-4,86901
2715379-5,56101
2715437-6,43220
2699490-4,86220
0471042-1,41200
2695426-7,62010
0988226-5,46750
2699614-1,47719
2612052-9,47114
2660592-1,69201
2649986-6,96090
2684724-2,43220
2684727-7,68209
0679710-2,35113
2688855-4,16239
2645168-6,41200
2587449-2,46901
0963068-2,41200
2325544-4,77310
2667780-2,47913
0250383-2,55101
2615411-2,70220
2662183-3,35113
2715141-5,45201
2680132-4,56102
2699094-6,71123
1737185-2,62010
2672078-6,74909
0962304-4,00000
2624380-1,62010
0706444-5,66190
0595735-4,43341
0793732-2,56103
0572154-4,43342
0545287-4,27900
2293943-0,88911
2324276-6,41200
2328078-9,46360
2642404-7,62010
0633940-0,43999
0985709-4,43299
0634563-2,47641
2712646-3,72191
0548580-1,73111
2706199-7,46462
2704682-6,68209
2684630-3,01250
0313501-5,43220
0170189-6,02200
2663528-2,68320
2298634-1,56101
2101612-4,70220
2647063-3,93130
1654633-1,43120
2697270-5,46731
1645774-2,43120
2682955-4,72193
0559718-4,70220
2674489-2,47114
0742439-1,45201
0733826-6,45192
2687519-8,16239
2369244-1,56101
2638290-8,43999
2655706-9,86909
2623833-2,47750
2657341-3,68310
2657602-4,62010
2098432-6,56101
2699014-5,68209
0722421-8,71121
0936479-1,46650
0907211-5,43999
2684649-3,52221
2711133-3,66300
0870616-3,43999
2084665-2,71124
0837662-7,93120
0821270-2,45111
0818822-0,56103
0800258-8,43999
0788209-3,70220
0138150-3,95220
2399171-6,49410
0791997-6,28990
0605426-1,68209
0918365-9,41200
0968096-2,41200
0683754-9,66110
2637659-1,70220
0612499-5,43999
2686722-7,46901
0586581-2,71127
0294505-9,43120
0666868-5,10390
0797890-9,47641
0796855-9,86220
2686620-8,90030
1991057-3,71127
2632921-8,86909
2654781-3,35130
2346144-0,43999
2665054-6,47299
2557300-8,33190
2006130-2,30910
2038911-3,56101
2707459-5,71129
2053921-4,46495
1897475-1,43120
0533057-8,52240
0652030-6,68209
0648410-6,47641
1559523-8,10390
2413191-0,96022
0683175-3,41200
0638737-3,71123
2081668-0,43330
0638682-1,86220
2249486-5,49410
1990936-1,41200
0294379-0,68310
2106476-7,45201
0817774-0,68201
2699188-5,62010
2130135-5,46699
0520964-7,43120
0535716-4,46741
2547113-2,68209
0772927-5,41200
0758821-4,01611
0742447-1,41200
0938693-1,68209
0451291-9,71202
2676304-9,69201
1922246-3,74909
1900504-7,81100
2112905-7,74102
0870147-7,36000
1963609-2,50101
0877167-8,56101
0627836-1,74901
2455878-9,47299
2401906-4,41200
2579510-2,47114
1973591-2,47292
1009549-6,46320
2672079-4,93190
0755722-3,16290
0763255-3,46692
0664473-9,62030
0785882-7,66190
0861912-3,46499
0291495-7,46360
0965213-6,46901
1870781-3,49392
0960676-2,47113
2672232-7,93190
1571504-1,70220
0736853-7,66190
0800727-4,25110
0814772-8,25610
2688378-8,47114
2442873-0,82990
0597480-8,43220
0616990-7,25620
0792941-0,49410
0709238-2,41200
0957028-8,20590
0950164-5,68201
0946083-9,43210
0727170-0,18120
0945120-3,36000
2547044-7,74901
0930468-4,47410
2629213-6,55101
2033358-2,68201
2276883-8,49410
0859452-8,25110
0742320-9,96021
0687459-3,16100
0956793-5,45201
0936716-7,66190
2323774-8,01410
0931712-7,42210
0488409-3,01499
0134892-2,68202
2060922-7,68201
0898819-9,47799
2629212-8,81100
2684533-5,02100
0934222-6,71123
2527031-4,62010
2178020-2,49410
2221541-6,43999
0541446-4,35301
2136806-6,02400
2590079-3,62010
2664748-6,70220
2685960-6,56102
2595873-3,82910
0757705-6,59200
2589726-4,47114
0725270-2,74109
0722863-0,46434
0737240-5,68209
0751576-0,95110
0753626-2,85530
0782037-8,46750
0762886-1,62020
2679819-6,46462
0895744-8,31090
0771127-8,46630
0769875-5,47610
0768088-9,68100
0766715-8,68209
2699272-2,68209
2636098-7,56102
0738180-3,47711
0750289-8,69201
2684566-9,68209
2552225-1,69201
2698093-2,10110
0982039-8,68310
2592952-9,69201
2659325-4,85599
0740489-2,68201
0739305-4,52229
0763779-2,47784
2171635-8,43120
0708766-3,25500
0637044-0,46160
1773767-4,22210
1924584-1,88999
0786667-5,43120
0667016-0,25990
0679181-9,77390
2657338-4,41200
0761668-4,56101
0698802-1,66190
2557114-1,64990
0696075-8,01410
2587519-6,41100
0696038-7,85320
2683620-1,66300
0684034-2,45111
0638634-6,46732
2697301-1,79900
2608419-3,49320
0761491-0,62020
0760608-0,73111
0718762-1,66120
0714155-1,47595
0709298-0,26510
0665517-1,66190
0938674-7,49410
2645103-7,41200
0652031-4,81300
2652971-1,69102
2695172-8,46370
2672049-5,08920
1104239-6,70220
1104231-0,70220
0834907-1,49410
0912229-0,71125
0917921-1,28140
0923949-9,18110
1573691-8,71129
0347554-6,73111
2683392-4,81300
0688048-3,78200
0734672-5,33122
0801879-0,43320
0306605-6,16100
0833564-9,46360
1606861-6,70220
2659109-9,10830
0952225-1,16100
0947569-4,47292
0870389-4,47529
0851007-2,41200
2650527-7,66220
0947519-2,46691
1080334-1,71127
2679030-3,79900
