Postal code area,WHOLE COUNTRY,Ahvenanmaa,Etelä-Karjala,Etelä-Pohjanmaa,Etelä-Savo,Kainuu,Kanta-Häme,Keski-Suomi,Kymenlaakso,Lapland,North Ostrobothnia,Pirkanmaa,Pohjanmaa,Pohjois-Karjala,Pohjois-Pohjanmaa,Pohjois-Savo,Päijät-Häme,Satakunta,Uusimaa,Varsinais-Suomi
J Information and communication (TP),1.0,0.006429480189022173,0.011904761904761904,0.010098600508905852,0.010882406397673574,0.004748273355143585,0.014153944020356234,0.03844056706652126,0.009905488913122502,0.010712013813158852,0.04658533260632497,0.09794165757906216,0.027308251544892765,0.01324518356961105,0.002544529262086514,0.02059478371501272,0.016119138495092694,0.010621137768084333,0.5609664667393675,0.05524127589967285
K Financial and insurance activities (TP),1.0,0.010263598137179546,0.012275625084776417,0.024031288149387348,0.016277071935615138,0.006036080842790613,0.026585884161504723,0.0207532667179093,0.014061581588823077,0.013360763213817425,0.038273726093050596,0.06393272143599946,0.031649862097029434,0.013360763213817425,0.007437717592801917,0.02850748293168151,0.02274268662115115,0.011823484197675996,0.547339150879414,0.08072975539178008
L Real estate activities (TP),1.0,0.003060695955172576,0.020200593304139,0.0266515986250412,0.028582191458303905,0.009511701276074775,0.02646324810472289,0.04459198568536046,0.021660309836605923,0.029994820360691246,0.045533738286952015,0.08536987333427509,0.02693412440551867,0.020812732495173517,0.007298582662334604,0.0369637896124688,0.03253755238498846,0.017469510759523472,0.39068606677025947,0.09671799218345341
"M Professional, scientific and technical activities (TP)",1.0,0.0024975408828230663,0.015031353744005901,0.01872771425058404,0.018696975285872372,0.007577154801426288,0.02370742653387434,0.03732478790114349,0.019327124062461575,0.01958840526251076,0.053931513586622404,0.08921984507561785,0.030592954629288086,0.01399391368498709,0.006524345260051642,0.02734230911102914,0.024099348333948112,0.013079429484814952,0.4643735398991762,0.07678593384974794
N Administrative and support service activities (TP),1.0,0.0020709738674959057,0.014025272253410735,0.012343004250275598,0.013107671524427933,0.007927050742045867,0.01716678030471991,0.023398818589061433,0.01876620935315521,0.01802065876085668,0.03281059828841975,0.046510886950315744,0.018109869942841122,0.011355309021162167,0.004766426008882885,0.021245005766865693,0.02144254481268838,0.010705341838132683,0.21971439677310411,0.05040431782120805
O Public administration and defence; compulsory social security (TP),1.0,0.0054444074275394085,0.02481983482667321,0.025828058424365696,0.02920341568620575,0.017806105451421157,0.040004558924093915,0.04330977889218145,0.04141607196086339,0.03505111255282215,0.04999035612210903,0.06670056635864705,0.037479616349003174,0.028887797864319404,0.011248268485560485,0.03416562921919658,0.020129403306973402,0.014877873437253424,0.34600480440462206,0.07801020497624099
P Education (TP),1.0,0.0033658869237169903,0.022015903502899795,0.033127084128404205,0.030530721538548165,0.011380201327585883,0.03417814175514111,0.05840877382866509,0.02291055374470561,0.031131325896683538,0.06684851631954654,0.09408842647914464,0.047159954704421324,0.028341018149512946,0.015152747452123699,0.04033433642602869,0.030230419359480478,0.0164478005993531,0.3113007463760409,0.07114033496205557
Q Human health and social work activities (TP),1.0,0.00485177023346708,0.01956560154674539,0.041217958046610256,0.03731471279183385,0.013669154487432694,0.03641816178457828,0.04584624020290638,0.030830959855304464,0.03293330699985447,0.060609446789048046,0.09315554770171099,0.048057732687470114,0.02844535456643313,0.012692043824452715,0.04487692563564167,0.0379565913390574,0.02578428722895574,0.26914461237812104,0.09507338724766637
"R Arts, entertainment and recreation (TP)",1.0,0.005751454981170832,0.016158849709003765,0.019080223667693713,0.02366769371219902,0.01118338468560995,0.026497774734679905,0.04274791737989273,0.02380463311651261,0.028437749629122447,0.043386967933356155,0.09241127467762182,0.02852904256533151,0.021796188519913273,0.0055688691087527106,0.029829966906310623,0.03133630035376013,0.017916238731028187,0.40285290425653314,0.07367339952071209
S Other service activities (TP),1.0,0.005806047456798423,0.020458677749087075,0.03364451710492139,0.030390074714663325,0.013537258017693166,0.035325215052941984,0.041452123027089796,0.02649391128970649,0.02679949273480114,0.04945835688856973,0.07599810539504041,0.03882412259927577,0.024553469113355438,0.01197879264771043,0.03610444773793335,0.031734633073079804,0.01792235175480145,0.3646350593591957,0.0811318736726306
T Activities of households as employers; undifferentiated goods- and services-producing activities of households for own use (TP),1.0,0.0,0.0,0.002832109036197894,0.0016815647402424994,0.0,0.0013275511107177626,0.009292857775024338,0.0007965306664306576,0.0012390477033365785,0.0002655102221435525,0.0008850340738118418,0.003451632887866183,0.0013275511107177626,8.850340738118418e-05,0.0007080272590494735,8.850340738118418e-05,0.0,0.002389591999291973,0.00106204088857421
U Activities of extraterritorial organisations and bodies (TP),1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.003669724770642202,0.05688073394495413,0.0,0.0,0.0,0.0,0.4935779816513762,0.0
X Industry unknown (TP),1.0,0.0,7.402472425790214e-05,7.402472425790214e-05,0.0,0.0,0.0,7.402472425790214e-05,3.701236212895107e-05,7.402472425790214e-05,0.0,7.402472425790214e-05,3.701236212895107e-05,7.402472425790214e-05,0.0,7.402472425790214e-05,3.701236212895107e-05,3.701236212895107e-05,0.00033311125916055963,7.402472425790214e-05
