Postal code area,WHOLE COUNTRY,Ahvenanmaa,Etelä-Karjala,Etelä-Pohjanmaa,Etelä-Savo,Kainuu,Kanta-Häme,Keski-Suomi,Kymenlaakso,Lapland,North Ostrobothnia,Pirkanmaa,Pohjanmaa,Pohjois-Karjala,Pohjois-Pohjanmaa,Pohjois-Savo,Päijät-Häme,Satakunta,Uusimaa,Varsinais-Suomi
K Financial and insurance activities (TP),1.0,0.011616240440569888,0.009877148781521036,0.022139974582506522,0.012396602082450782,0.005507123586988027,0.022162270629417405,0.017546988918864685,0.010724398564134579,0.010635214376491049,0.03957548326681679,0.07052239637912198,0.02916322935943457,0.011906089050411362,0.00610911685358186,0.02929700564089987,0.017881429622527926,0.009787964593877506,0.5706896167309536,0.08187108425676128
L Real estate activities (TP),1.0,0.005999368487527629,0.02133609995940277,0.025395822996075602,0.025260498894853173,0.0082998782083089,0.024313230186296178,0.045965086381884616,0.020298615183364156,0.03004195047137895,0.050430781722224725,0.08317921421805223,0.025756687266002075,0.022779557039108667,0.007803689837159998,0.03089900311245433,0.03067346294375028,0.016780188551581036,0.4127385087284045,0.0864269926473905
"M Professional, scientific and technical activities (TP)",1.0,0.002811081282415281,0.013851603019101297,0.018166612787608755,0.016198855889918057,0.007611002572139374,0.021005804882848186,0.035918591086061255,0.017892532362573262,0.01797686480104572,0.055694547907852755,0.09106497814384303,0.02904549735055589,0.01360563340688996,0.005868132177041899,0.026100889707225884,0.022270791459935064,0.01364779962612619,0.4766609976527471,0.07894219011342712
N Administrative and support service activities (TP),1.0,0.001824313716998598,0.013641752423847082,0.010577771522300475,0.011395193988967503,0.007535444196029817,0.016164393943494997,0.020635857237978207,0.01672197350685065,0.017631423668440456,0.029021204263588972,0.0471614869510142,0.019894222284776997,0.01232088433201427,0.004476876688302198,0.0205546563306934,0.01859500776822013,0.009890270507289134,0.20115088752591662,0.051389347523643
O Public administration and defence; compulsory social security (TP),1.0,0.006899205148608354,0.023976705345353747,0.027255795244882433,0.02639011551140686,0.017575921861473755,0.03791502347828368,0.043843618016631544,0.04164881384388034,0.036253617929189144,0.049623560479534104,0.06560803070976994,0.035081889805090895,0.027456912758720194,0.010956532384291848,0.03447853726357762,0.019674539397172112,0.015722143038273538,0.3564589326780983,0.0786806691092243
P Education (TP),1.0,0.003501360941910096,0.022284245132982567,0.032593458678283393,0.028375481672858482,0.010755527058542503,0.033812963207422636,0.056486946901264136,0.021347615365757067,0.029997296974497267,0.06804080939898542,0.09865414474387262,0.045335395176042396,0.028532634318366116,0.014564907185647563,0.04077796845632099,0.028903514561764133,0.01583470056134925,0.31165255435910005,0.08962101068009379
Q Human health and social work activities (TP),1.0,0.005266281151381375,0.019625028863987922,0.04059828529289809,0.0374201429667462,0.013579109673222413,0.03365354772551775,0.046145136821510065,0.03133449699690379,0.03338042611936407,0.06277824263626906,0.09524743576055678,0.04654985338335597,0.02777150149844445,0.013291090524914898,0.04508741132858764,0.03618612989167004,0.024719988280600173,0.2736554347475239,0.09419219319132666
"R Arts, entertainment and recreation (TP)",1.0,0.008661233002064225,0.015236960268987678,0.019599497776169907,0.02238726564661318,0.010895703432572195,0.025536804920091083,0.042710306228852336,0.023834351258751676,0.029303483645804516,0.041667553361281945,0.09340086399523313,0.028877870230469664,0.022174458938945756,0.005809623119320721,0.030218552488774447,0.02940988699963823,0.015811538379689728,0.40431146389734207,0.07399289225596391
S Other service activities (TP),1.0,0.006619009796134498,0.01872011711753804,0.032923733433007835,0.029419551776230745,0.011851921070254949,0.03435655437711224,0.042283791991776856,0.025993240822937594,0.026740799576383374,0.05128564531451977,0.07811988973508387,0.038250089551309006,0.023797286984690618,0.011493715834228846,0.034730333753835135,0.029466274198321107,0.01781681695712439,0.37676961173667245,0.07925680200594933
T Activities of households as employers; undifferentiated goods- and services-producing activities of households for own use (TP),1.0,0.0,0.0,0.0011208829108466977,0.023279875840662184,0.0,0.0007759958613554061,0.009398172098637697,0.0004311088118641145,0.004569753405759614,0.0009484393861010519,0.000862217623728229,0.0063804104155888944,0.0005173305742369374,0.0,0.0006035523366097603,8.62217623728229e-05,0.0,0.008708397999655114,0.00267287463355751
U Activities of extraterritorial organisations and bodies (TP),1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.006309148264984227,0.08201892744479496,0.0,0.0,0.0,0.0,0.2302839116719243,0.0
X Industry unknown (TP),1.0,0.0,3.1303803412114575e-05,0.0007199874784786351,3.1303803412114575e-05,0.0,0.0,9.391141023634372e-05,3.1303803412114575e-05,3.1303803412114575e-05,0.0,6.260760682422915e-05,0.0,0.0,9.391141023634372e-05,9.391141023634372e-05,0.0001252152136484583,9.391141023634372e-05,0.0007199874784786351,0.00015651901706057285
