Postal code area,"Workplaces, total (TP)","A Agriculture, forestry and fishing (TP)",B Mining and quarrying (TP),C Manufacturing (TP),"D Electricity, gas, steam and air conditioning supply (TP)","E Water supply; sewerage, waste management and remediation activities (TP)",F Construction (TP),G Wholesale and retail trade; repair of motor vehicles and motorcycles (TP),H Transportation and storage (TP),I Accommodation and food service activities (TP),J Information and communication (TP),K Financial and insurance activities (TP),L Real estate activities (TP),"M Professional, scientific and technical activities (TP)",N Administrative and support service activities (TP),O Public administration and defence; compulsory social security (TP),P Education (TP),Q Human health and social work activities (TP),"R Arts, entertainment and recreation (TP)",S Other service activities (TP),T Activities of households as employers; undifferentiated goods- and services-producing activities of households for own use (TP),U Activities of extraterritorial organisations and bodies (TP),X Industry unknown (TP)
75940  Mujejärvi (Nurmes),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
75970  Kohtavaara (Nurmes),6,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...
75990  Höljäkkä (Nurmes),36,2,0,29,0,0,0,0,4,0,0,0,0,1,0,0,0,0,0,0,0,0,0
76100  Pieksämäki Keskus (Pieksämäki),2537,38,0,191,13,6,142,362,139,109,29,35,42,191,200,211,126,576,25,102,0,0,0
76120  Kontiopuisto (Pieksämäki),535,1,0,203,0,0,8,7,0,9,1,1,12,1,6,0,88,194,1,3,0,0,0
76130  Pappilanmäki (Pieksämäki),325,1,0,0,0,0,16,1,14,0,0,0,1,1,1,0,137,121,1,31,0,0,0
76150  Länsirinne (Pieksämäki),637,13,0,41,0,0,113,101,68,19,0,0,1,6,2,0,35,208,2,28,0,0,0
76280  Partaharju (Pieksämäki),41,23,0,0,0,0,4,3,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0
76620  Pyhitty (Pieksämäki),30,1,0,3,0,0,9,1,0,6,0,0,0,0,0,0,0,10,0,0,0,0,0
76780  Lamminmäki (Pieksämäki),5,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...
76850  Naarajärvi (Pieksämäki),963,49,1,374,0,18,131,46,29,7,0,0,0,22,14,95,35,118,0,24,0,0,0
76940  Nenonpelto (Pieksämäki),732,1,0,0,0,0,0,0,2,0,2,0,0,0,0,0,0,726,0,1,0,0,0
77110  Paltanen (Pieksämäki),4,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...
77120  Venetmäki (Pieksämäki),17,12,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,2,0,0,0
77140  Huumala (Pieksämäki),14,7,0,0,0,0,1,0,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0
77220  Neuvola (Pieksämäki),16,9,0,0,0,0,1,0,2,0,0,0,0,1,3,0,0,0,0,0,0,0,0
77240  Halkokumpu (Pieksämäki),13,7,0,0,0,0,0,0,2,0,0,0,0,1,0,0,0,3,0,0,0,0,0
77320  Hurskaala (Pieksämäki),6,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...
77330  Virtasalmi Keskus (Pieksämäki),150,30,0,44,0,0,7,10,6,1,0,0,0,1,4,0,8,34,1,4,0,0,0
77350  Montola (Pieksämäki),10,1,0,7,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
77380  Kantala (Mikkeli),7,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...
77430  Siikamäki (Pieksämäki),64,18,0,9,0,0,9,6,7,0,0,0,0,0,1,0,0,13,0,1,0,0,0
77460  Maavesi (Joroinen),48,37,0,3,0,0,1,3,0,0,0,0,0,0,2,0,0,0,1,1,0,0,0
77480  Savuniemi (Joroinen),7,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...
77520  Haapakoski-Partaharju (Pieksämäki),17,9,0,0,0,0,7,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
77570  Jäppilä Keskus (Pieksämäki),98,26,0,20,0,0,5,15,0,1,0,0,1,1,2,0,8,14,0,5,0,0,0
77580  Tihusniemi (Pieksämäki),57,10,0,0,27,0,2,4,0,0,0,0,0,1,0,0,0,12,0,1,0,0,0
77600  Suonenjoki Keskus (Suonenjoki),2022,151,0,353,2,16,171,211,72,77,16,11,21,79,74,45,137,525,16,45,0,0,0
77630  Lempyy (Suonenjoki),15,2,0,1,0,0,5,0,1,0,0,0,0,1,0,0,5,0,0,0,0,0,0
77690  Suontee (Suonenjoki),4,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...
77700  Rautalampi Keskus (Rautalampi),745,95,3,110,0,5,28,79,27,28,0,8,5,10,26,21,51,207,19,23,0,0,0
77770  Myhinpää (Rautalampi),6,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...
77800  Iisvesi (Suonenjoki),247,21,0,146,0,0,7,0,2,2,0,0,0,0,0,0,9,56,1,3,0,0,0
77910  Vaajasalmi (Rautalampi),7,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...
77930  Kerkonjoensuu (Rautalampi),36,19,0,0,0,0,5,2,3,1,0,0,0,0,0,0,5,0,0,1,0,0,0
77960  Pakarila (Rautalampi),2,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...
78200  Varkaus Keskus (Varkaus),2133,14,3,560,0,0,92,480,150,85,41,45,40,94,111,92,52,142,57,75,0,0,0
78210  Kuoppakangas (Varkaus),953,4,0,162,0,24,105,118,35,17,0,3,0,31,47,0,275,122,3,7,0,0,0
78250  Päiviönsaari (Varkaus),1564,19,0,638,12,30,70,40,35,61,13,0,27,155,70,193,28,81,41,51,0,0,0
78300  Kommila (Varkaus),1266,25,0,440,0,0,2,43,1,15,1,0,0,4,13,5,0,704,2,11,0,0,0
78310  Puurtila (Varkaus),62,2,0,1,0,0,12,5,1,0,0,0,2,1,15,0,17,1,1,4,0,0,0
78400  Luttila (Varkaus),125,2,0,45,0,0,16,1,7,14,3,0,1,2,6,0,22,3,1,2,0,0,0
78480  Timola (Leppävirta),37,1,0,0,0,0,1,1,18,0,0,0,0,1,0,0,9,4,0,2,0,0,0
78500  Pitkälänniemi-Könönpelto (Varkaus),196,2,0,38,0,0,17,9,29,1,0,0,0,10,10,0,45,28,2,5,0,0,0
78610  Kurola (Varkaus),12,3,0,0,0,0,5,1,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0
78710  Akonlahti (Varkaus),37,3,0,9,0,0,8,0,10,0,0,0,0,2,4,0,0,0,1,0,0,0,0
78850  Käpykangas (Varkaus),553,8,0,15,0,3,30,92,61,38,2,1,0,31,1,0,30,239,1,1,0,0,0
78870  Kaura-Aho (Varkaus),504,18,0,104,10,1,95,33,40,3,0,0,0,25,51,0,49,70,1,4,0,0,0
78880  Kuvansi (Joroinen),156,8,0,70,0,0,15,7,4,1,0,0,1,2,11,0,16,20,0,1,0,0,0
78900  Ruokokoski (Varkaus),61,0,0,43,0,0,4,6,4,0,0,0,0,0,0,0,3,0,0,1,0,0,0
79100  Leppävirta Keskus (Leppävirta),2002,51,0,666,2,2,139,184,81,71,5,17,16,33,55,53,92,444,34,57,0,0,0
79130  Sorsakoski (Leppävirta),160,3,0,123,0,0,2,0,1,1,1,0,1,3,0,1,6,16,1,1,0,0,0
79140  Kotalahti (Leppävirta),49,17,0,0,0,0,24,2,4,0,1,0,0,0,1,0,0,0,0,0,0,0,0
79150  Konnuslahti-Valkeamäki (Leppävirta),66,32,0,5,0,0,10,12,0,0,0,0,0,1,0,0,5,0,0,1,0,0,0
79160  Saamaiskylä (Leppävirta),5,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...
79180  Tuppurinmäki (Leppävirta),1,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...
79190  Valkeamäki (Leppävirta),4,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...
79230  Moninmäki (Leppävirta),4,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...
79255  Kurjala-Moninmäki (Leppävirta),23,9,0,1,0,0,5,0,1,0,0,0,0,0,0,0,7,0,0,0,0,0,0
79265  Puponmäki (Leppävirta),6,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...
79330  Näädänmaa (Leppävirta),7,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...
79350  Itä-Soisalo (Leppävirta),7,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...
79410  Niinimäki (Leppävirta),25,13,0,1,0,0,1,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
79480  Kangaslampi Keskus (Varkaus),62,18,0,1,0,0,10,8,13,0,0,0,0,0,2,0,8,0,0,2,0,0,0
79520  Viljolahti (Varkaus),15,13,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
79600  Joroinen Keskus (Joroinen),950,185,0,182,4,0,37,84,22,16,1,8,2,9,43,23,59,232,9,31,2,0,1
79620  Huutokoski (Joroinen),32,13,0,0,2,0,6,0,0,0,0,0,0,7,0,0,0,4,0,0,0,0,0
79630  Kolma (Joroinen),28,17,0,0,0,0,7,0,0,0,0,0,0,1,0,0,0,3,0,0,0,0,0
79660  Kerisalo (Joroinen),23,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
79680  Lahnalahti (Joroinen),26,17,0,2,0,0,1,0,4,0,0,0,0,2,0,0,0,0,0,0,0,0,0
79690  Kaitainen (Joroinen),60,25,1,0,0,0,1,0,26,0,0,0,0,5,0,0,0,1,0,1,0,0,0
79700  Heinävesi Keskus (Heinävesi),721,61,7,148,1,4,53,75,30,22,6,7,8,9,18,21,50,179,7,15,0,0,0
79810  Karvion kanava (Heinävesi),45,8,0,0,0,0,2,13,3,3,0,0,0,0,1,0,4,11,0,0,0,0,0
79820  Varistaipale (Heinävesi),6,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...
79830  Palokki (Heinävesi),5,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...
79850  Uusi-Valamo (Heinävesi),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
79860  Suuraho - Uusi-Valamo (Heinävesi),108,3,0,2,0,0,0,1,1,15,0,0,0,0,2,0,7,68,0,9,0,0,0
79885  Etelä-Petruma (Heinävesi),5,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...
79895  Sarvikumpu (Heinävesi),8,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...
79910  Kerma (Heinävesi),20,15,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
79940  Vihtari-Poikiinaho (Heinävesi),16,12,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0
"80100  Joensuu Keskus, Pohjoinen (Joensuu)",15391,104,0,2333,79,104,676,2333,538,893,533,226,193,967,698,1547,1285,1870,457,529,0,26,0
80110  Joensuu Keskus Eteläinen (Joensuu),1626,8,3,7,0,16,13,73,29,54,306,167,19,160,158,130,169,185,74,55,0,0,0
80130  Kanervala (Joensuu),2971,13,0,166,0,7,608,450,352,124,65,2,7,95,114,0,449,451,18,50,0,0,0
80140  Noljakka (Joensuu),1291,4,0,263,0,0,94,272,80,43,76,16,36,23,104,5,54,172,5,44,0,0,0
80160  Rantakylä-Latola (Joensuu),1038,5,2,43,0,0,57,103,34,53,4,2,10,37,23,0,168,396,33,65,2,0,1
80170  Utra (Joensuu),251,4,0,5,0,0,57,13,33,6,0,1,5,17,17,0,37,50,0,6,0,0,0
80200  Niinivaara (Joensuu),1031,3,0,1,0,0,69,62,154,40,3,1,2,17,0,0,313,293,17,56,0,0,0
80210  Sairaala-alue (Joensuu),2858,0,0,0,0,0,0,0,0,10,0,0,0,0,263,137,0,2448,0,0,0,0,0
80220  Penttilä (Joensuu),1248,2,0,622,0,9,22,41,35,20,8,2,0,135,8,8,156,91,9,80,0,0,0
80230  Hukanhauta (Joensuu),420,5,0,16,0,0,49,55,21,8,6,4,1,22,63,0,46,107,3,14,0,0,0
80260  Kettuvaara (Joensuu),711,7,0,82,6,14,79,53,17,8,7,4,0,14,7,251,65,81,1,15,0,0,0
80330  Reijola (Joensuu),335,12,0,42,0,0,51,67,13,4,2,0,0,24,1,0,12,98,0,9,0,0,0
80400  Ylämylly (Liperi),1494,53,0,402,0,0,113,84,98,51,17,13,12,42,37,19,61,462,10,20,0,0,0
80510  Onttola-Kunnasniemi (Kontiolahti),189,6,0,0,0,2,15,8,3,10,0,0,0,2,1,98,16,26,0,2,0,0,0
80710  Lehmo (Kontiolahti),1448,23,0,705,0,0,267,35,71,13,1,3,2,32,16,0,74,173,4,29,0,0,0
80770  Kontiolahti as (Kontiolahti),107,2,0,66,0,0,6,19,4,5,1,1,0,0,0,0,0,2,0,1,0,0,0
80780  Kontioniemi (Kontiolahti),125,1,0,0,0,1,2,0,4,10,5,0,1,1,0,0,12,80,7,1,0,0,0
80790  Kontioranta-Kontioniemi (Kontiolahti),61,0,0,6,0,0,1,9,16,0,4,0,0,2,0,0,0,6,17,0,0,0,0
80850  Paihola (Kontiolahti),68,3,0,1,0,0,1,0,4,0,0,0,0,0,2,0,5,50,0,2,0,0,0
80910  Kulho (Kontiolahti),121,23,0,8,0,0,12,5,6,3,1,0,2,1,17,0,14,18,7,4,0,0,0
81100  Kontiolahti (Kontiolahti),750,15,0,8,0,6,20,32,9,41,4,3,1,19,58,88,145,250,11,39,1,0,0
81120  Katajaranta (Kontiolahti),62,2,1,2,0,0,5,0,1,0,0,0,1,2,0,0,4,42,0,2,0,0,0
81160  Romppala-Riihikangas (Kontiolahti),12,9,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
81200  Eno Keskus (Joensuu),401,33,0,6,0,0,39,50,21,13,5,9,0,5,4,7,9,161,5,34,0,0,0
81210  Louhioja (Joensuu),47,0,0,26,0,0,9,1,2,0,0,0,0,0,0,0,9,0,0,0,0,0,0
81220  Jakokoski (Kontiolahti),59,20,0,0,0,0,16,0,4,0,0,1,0,2,2,0,10,3,0,1,0,0,0
81230  Mönni (Kontiolahti),7,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...
81235  Lehtoi (Kontiolahti),22,2,0,0,0,0,3,1,0,0,0,0,1,1,0,0,6,2,3,3,0,0,0
81260  Ahveninen (Joensuu),24,12,0,3,0,0,0,1,0,0,0,0,0,0,5,0,0,3,0,0,0,0,0
81270  Paukkaja (Joensuu),6,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...
81280  Uimaharju (Joensuu),535,27,0,356,0,3,9,27,40,18,0,0,0,4,5,0,30,13,1,2,0,0,0
81290  Ukkola (Joensuu),8,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...
81295  Haapalahti (Joensuu),30,6,0,0,0,0,2,0,0,0,0,0,0,1,0,0,0,20,1,0,0,0,0
81320  Kuismavaara (Joensuu),4,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...
81330  Luhtapohja (Joensuu),4,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...
81350  Tokrajärvi (Ilomantsi),14,5,0,1,0,0,1,0,1,0,0,0,0,0,1,0,5,0,0,0,0,0,0
81360  Sarvinki (Joensuu),7,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...
81390  Revonkylä (Joensuu),1,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...
81420  Tyrjänsaari (Ilomantsi),4,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...
81430  Kivilahti (Ilomantsi),10,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0
81450  Huhus-Käenkoski (Ilomantsi),7,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...
81460  Käenkoski (Ilomantsi),1,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...
81470  Naarva (Ilomantsi),7,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...
81560  Vuonisjärvi (Lieksa),13,9,0,0,0,0,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
81570  Kelvä (Lieksa),14,2,0,0,0,0,8,1,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0
81590  Vuonislahti (Lieksa),16,9,0,0,0,1,1,0,0,2,0,0,0,2,0,0,0,0,0,1,0,0,0
81650  Hattuvaara (Lieksa),10,6,0,0,0,0,0,0,0,1,0,0,0,0,3,0,0,0,0,0,0,0,0
81660  Lehmikylä (Lieksa),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
81700  Lieksa Keskus (Lieksa),1839,74,0,238,7,24,69,252,92,55,11,20,20,66,49,86,126,566,28,56,0,0,0
81720  Mähkö-Timitra (Lieksa),858,21,0,213,0,2,68,42,17,20,3,0,61,10,16,178,39,150,7,11,0,0,0
81750  Pankakoski (Lieksa),209,3,0,189,0,0,1,0,2,6,0,0,0,7,0,1,0,0,0,0,0,0,0
81810  Jamali (Lieksa),28,16,0,0,0,0,0,0,2,0,0,0,0,0,0,0,8,2,0,0,0,0,0
81820  Kylänlahti (Lieksa),88,28,0,3,0,0,3,0,13,0,6,0,0,0,0,0,30,5,0,0,0,0,0
81850  Mätäsvaara (Lieksa),9,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...
81860  Viekijärvi (Lieksa),37,32,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,2,0,0,0
81950  Pankajärvi (Lieksa),6,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...
81970  Jongunjoki-Pankajärvi (Lieksa),14,5,0,0,0,0,0,0,0,2,0,0,0,0,7,0,0,0,0,0,0,0,0
82110  Heinävaara (Joensuu),317,10,0,233,0,2,4,11,11,11,0,2,0,1,0,0,27,3,2,0,0,0,0
82120  Keskijärvi (Joensuu),7,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...
82140  Kiihtelysvaara Keskus (Joensuu),284,42,1,25,1,9,3,13,6,8,0,7,0,0,5,4,6,138,1,15,0,0,0
82160  Oskola (Joensuu),3,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...
82170  Uskali (Joensuu),5,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...
82180  Huhtilampi (Joensuu),8,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...
82200  Hammaslahti (Joensuu),766,86,1,90,0,21,64,35,84,26,2,0,2,13,6,85,62,143,9,37,0,0,0
82210  Suhmura (Joensuu),109,4,0,18,0,0,13,3,0,0,3,0,2,2,0,0,10,54,0,0,0,0,0
82220  Niittylahti (Joensuu),219,33,38,5,0,0,50,6,7,3,0,0,0,7,5,0,46,18,0,1,0,0,0
82290  Nieminen (Rääkkylä),37,21,0,0,0,0,4,2,5,3,0,0,2,0,0,0,0,0,0,0,0,0,0
82300  Rääkkylä Keskus (Rääkkylä),299,35,0,22,0,1,4,11,3,8,3,6,14,7,8,18,23,116,8,12,0,0,0
82310  Oravisalo-Varpasalo (Rääkkylä),20,13,0,1,0,0,2,1,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0
82335  Rasivaara (Rääkkylä),63,39,4,9,0,0,4,4,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0
82350  Tikkala (Tohmajärvi),41,10,0,3,0,0,5,0,2,0,1,0,0,0,0,0,5,15,0,0,0,0,0
82360  Onkamo (Tohmajärvi),21,4,3,0,0,0,3,3,4,0,0,0,0,2,0,0,0,1,0,1,0,0,0
82380  Tolosenmäki (Kitee),135,34,0,46,0,0,7,27,15,2,0,0,0,0,0,0,0,1,0,3,0,0,0
82395  Haarajärvi (Kitee),13,8,0,0,0,0,0,0,4,0,0,0,0,0,1,0,0,0,0,0,0,0,0
82430  Puhos-Leinovaara (Kitee),298,31,0,175,0,1,13,2,40,5,0,0,0,0,7,0,11,10,3,0,0,0,0
82460  Hummovaara (Kitee),12,8,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
82490  Heinoniemi (Kitee),5,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...
82500  Kitee Keskus (Kitee),2098,96,6,199,6,37,157,276,66,62,14,25,20,83,106,97,174,551,38,82,3,0,0
82510  Kiteenlahti (Kitee),30,27,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
82580  Juurikka (Kitee),34,25,0,0,0,0,3,3,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0
82590  Närsäkkälä (Kitee),8,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...
82600  Tohmajärvi Keskus (Tohmajärvi),779,88,0,72,0,10,33,76,38,23,1,0,8,23,33,30,94,212,5,32,1,0,0
82655  Värtsilä Keskus (Tohmajärvi),53,24,0,0,0,1,1,2,3,0,0,0,0,0,1,0,5,8,0,8,0,0,0
82660  Uusi-Värtsilä (Tohmajärvi),5,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...
82670  Kaurila (Tohmajärvi),6,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...
82675  Niirala-Jänisjoki (Tohmajärvi),200,8,0,0,0,0,0,0,23,0,0,0,0,0,1,168,0,0,0,0,0,0,0
82685  Littilä (Tohmajärvi),31,26,0,1,0,0,2,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
82710  Kovero (Joensuu),107,9,0,58,0,0,3,7,4,1,1,0,0,0,4,0,0,20,0,0,0,0,0
82730  Tuupovaara Keskus-Pirttiaho (Joensuu),215,13,0,106,0,0,2,12,9,4,3,4,0,1,0,5,5,42,0,9,0,0,0
82750  Öllölä (Joensuu),3,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...
82760  Hoilola (Joensuu),5,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...
82770  Kaustajärvi (Tohmajärvi),5,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...
82815  Marjovaara (Joensuu),4,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...
82820  Maukkula (Ilomantsi),29,4,0,3,0,0,19,0,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0
82830  Haukivaara (Ilomantsi),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
82840  Pirttiaho (Joensuu),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
82850  Kinnasniemi (Joensuu),5,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...
82865  Kokinvaara-Mannervaara (Joensuu),5,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...
82870  Luutalahti (Joensuu),1,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...
82880  Mannervaara (Joensuu),2,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...
82900  Ilomantsi Keskus (Ilomantsi),1213,69,2,86,2,4,60,154,62,40,14,16,11,26,54,93,105,361,22,32,0,0,0
82915  Sonkaja (Ilomantsi),20,9,0,0,0,0,9,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
82960  Lehtovaara-Kuikkalampi (Ilomantsi),13,5,0,0,0,0,1,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
82967  Hattu (Ilomantsi),22,4,9,0,0,0,0,0,8,1,0,0,0,0,0,0,0,0,0,0,0,0,0
82980  Möhkö (Ilomantsi),2,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...
83100  Liperi Keskus (Liperi),983,78,0,62,1,5,146,44,25,45,3,2,12,12,25,41,123,307,30,22,0,0,0
83130  Salokylä (Liperi),27,12,0,1,0,0,4,2,0,1,0,0,0,4,0,0,0,0,2,1,0,0,0
83140  Puromäki (Liperi),19,8,0,2,0,1,0,0,6,0,0,0,0,2,0,0,0,0,0,0,0,0,0
83150  Roukalahti (Liperi),25,16,0,0,0,4,0,1,3,0,0,0,0,0,0,0,1,0,0,0,0,0,0
83160  Tutjunniemi (Liperi),25,10,0,4,0,0,0,2,5,0,0,0,0,2,0,0,0,1,1,0,0,0,0
83320  Risti-Juojärvi (Liperi),8,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...
83330  Kaatamo (Liperi),25,12,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,10,0,0,0,0,0
83340  Kaarnalampi (Liperi),11,5,0,0,0,0,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
83400  Viinijärvi (Liperi),188,53,0,14,0,0,28,13,21,3,1,0,0,5,2,0,31,7,0,10,0,0,0
83430  Käsämä (Liperi),151,5,2,3,0,0,13,10,4,0,9,0,0,2,2,0,83,15,0,3,0,0,0
83450  Vaivio (Liperi),64,15,1,9,0,3,7,18,1,2,0,0,0,6,0,0,0,0,0,2,0,0,0
83460  Harinjärvi (Liperi),16,1,0,3,0,0,1,1,2,5,0,0,0,0,0,0,1,0,2,0,0,0,0
83480  Ahonkylä (Liperi),14,9,0,3,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
83500  Outokumpu Keskus (Outokumpu),1978,56,53,745,23,15,88,165,53,61,10,8,10,89,71,67,159,251,16,38,0,0,0
83550  Kokonvaara (Outokumpu),11,7,0,0,0,0,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
83630  Kuusjärvi (Outokumpu),27,4,0,4,0,0,6,2,1,0,7,0,0,0,0,0,1,0,0,2,0,0,0
83660  Varislahti (Outokumpu),22,9,0,0,0,0,6,1,0,3,0,0,0,2,1,0,0,0,0,0,0,0,0
83700  Polvijärvi Keskus (Polvijärvi),663,78,72,10,2,1,34,56,28,27,1,11,8,22,25,45,62,156,7,18,0,0,0
83720  Kuorevaara (Polvijärvi),49,12,1,0,0,0,7,0,0,26,0,0,0,1,0,0,0,2,0,0,0,0,0
83750  Sotkuma (Polvijärvi),74,14,0,9,0,0,7,0,4,0,0,0,0,5,0,0,23,12,0,0,0,0,0
83760  Sola (Polvijärvi),23,3,0,18,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
83780  Horsmanaho (Polvijärvi),52,12,0,2,0,0,35,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0
83825  Kinahmo (Polvijärvi),27,17,0,1,0,1,2,0,0,0,4,0,0,1,0,0,0,1,0,0,0,0,0
83830  Hukkala (Polvijärvi),10,6,0,0,0,0,0,0,2,0,0,0,0,1,0,0,0,0,0,1,0,0,0
83835  Ruvaslahti (Polvijärvi),52,31,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,18,0,0,0,0,0
83840  Saarivaara (Polvijärvi),4,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...
