Postal code area,"Workplaces, total (TP)","A Agriculture, forestry and fishing (TP)",B Mining and quarrying (TP),C Manufacturing (TP),"D Electricity, gas, steam and air conditioning supply (TP)","E Water supply; sewerage, waste management and remediation activities (TP)",F Construction (TP),G Wholesale and retail trade; repair of motor vehicles and motorcycles (TP),H Transportation and storage (TP),I Accommodation and food service activities (TP),J Information and communication (TP),K Financial and insurance activities (TP),L Real estate activities (TP),"M Professional, scientific and technical activities (TP)",N Administrative and support service activities (TP),O Public administration and defence; compulsory social security (TP),P Education (TP),Q Human health and social work activities (TP),"R Arts, entertainment and recreation (TP)",S Other service activities (TP),T Activities of households as employers; undifferentiated goods- and services-producing activities of households for own use (TP),U Activities of extraterritorial organisations and bodies (TP),X Industry unknown (TP)
79480  Kangaslampi Keskus (Varkaus),55,15,0,1,0,0,10,7,6,0,0,0,0,0,2,3,9,0,0,2,0,0,0
79520  Viljolahti (Varkaus),17,14,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0
79600  Joroinen Keskus (Joroinen),979,184,0,197,4,0,46,80,20,21,1,8,2,9,42,23,65,237,12,25,2,0,1
79620  Huutokoski (Joroinen),41,13,0,0,0,0,5,0,0,0,0,0,0,7,0,0,0,16,0,0,0,0,0
79630  Kolma (Joroinen),31,19,0,0,0,0,8,0,0,0,0,0,0,1,0,0,0,3,0,0,0,0,0
79660  Kerisalo (Joroinen),28,21,0,0,0,2,0,1,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0
79680  Lahnalahti (Joroinen),21,14,0,2,0,0,3,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
79690  Kaitainen (Joroinen),55,24,1,0,0,0,3,0,24,0,0,0,0,1,0,0,0,1,0,1,0,0,0
79700  Heinävesi Keskus (Heinävesi),752,65,7,146,1,2,59,79,34,35,6,7,7,10,17,17,46,182,11,21,0,0,0
79810  Karvion kanava (Heinävesi),68,9,0,0,0,0,3,14,6,7,0,0,0,0,1,0,4,24,0,0,0,0,0
79820  Varistaipale (Heinävesi),7,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...
79830  Palokki (Heinävesi),7,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...
79850  Uusi-Valamo (Heinävesi),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
79860  Suuraho - Uusi-Valamo (Heinävesi),96,4,0,1,0,0,0,4,1,10,0,0,0,0,2,0,8,56,0,10,0,0,0
79885  Etelä-Petruma (Heinävesi),6,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...
79895  Sarvikumpu (Heinävesi),11,9,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
79910  Kerma (Heinävesi),23,18,0,0,0,0,4,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
79940  Vihtari-Poikiinaho (Heinävesi),14,10,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
"80100  Joensuu Keskus, Pohjoinen (Joensuu)",15545,105,0,2451,75,100,791,2400,517,941,616,219,197,934,769,1326,1294,1766,523,495,0,26,0
80110  Joensuu Keskus Eteläinen (Joensuu),1660,8,2,8,0,15,14,52,21,40,317,148,41,117,234,159,125,197,85,77,0,0,0
80130  Kanervala (Joensuu),3051,12,0,180,0,7,585,471,375,116,50,3,2,92,120,0,432,522,29,55,0,0,0
80140  Noljakka (Joensuu),1351,3,0,293,0,0,95,279,69,51,96,15,27,25,45,1,68,226,7,51,0,0,0
80160  Rantakylä-Latola (Joensuu),1031,6,0,52,0,0,86,110,21,37,4,2,12,16,25,0,154,401,43,62,0,0,0
80170  Utra (Joensuu),305,5,0,4,0,0,37,14,37,15,0,1,3,19,26,0,51,90,0,3,0,0,0
80200  Niinivaara (Joensuu),1076,4,0,1,0,0,100,60,145,44,3,1,0,17,4,0,329,298,15,55,0,0,0
80210  Sairaala-alue (Joensuu),2892,0,0,0,0,0,0,0,1,13,0,0,0,0,270,141,0,2467,0,0,0,0,0
80220  Penttilä (Joensuu),1219,0,0,603,0,8,77,48,26,6,9,1,0,136,0,8,150,59,9,79,0,0,0
80230  Hukanhauta (Joensuu),443,5,0,22,0,7,72,52,10,6,6,3,1,9,66,0,70,92,3,19,0,0,0
80260  Kettuvaara (Joensuu),743,6,0,86,6,7,96,50,20,11,6,4,0,11,21,237,89,75,0,18,0,0,0
80330  Reijola (Joensuu),337,13,0,39,0,0,52,62,20,4,1,0,0,24,1,0,16,96,0,9,0,0,0
80400  Ylämylly (Liperi),1453,58,0,363,0,0,128,73,91,57,11,13,13,59,44,16,56,440,11,20,0,0,0
80510  Onttola-Kunnasniemi (Kontiolahti),185,10,0,0,0,2,11,5,0,7,0,0,0,2,4,97,15,30,0,2,0,0,0
80710  Lehmo (Kontiolahti),1437,35,0,690,0,0,244,24,77,16,5,2,1,22,18,0,76,186,7,34,0,0,0
80770  Kontiolahti as (Kontiolahti),133,2,0,65,0,0,16,18,24,2,1,1,0,0,0,0,0,1,0,3,0,0,0
80780  Kontioniemi (Kontiolahti),122,1,0,0,0,1,1,0,11,12,4,0,1,1,0,0,11,70,7,2,0,0,0
80790  Kontioranta-Kontioniemi (Kontiolahti),44,0,0,4,0,0,0,11,0,0,3,0,0,1,1,0,0,5,19,0,0,0,0
80850  Paihola (Kontiolahti),105,3,0,1,0,0,1,0,4,0,0,0,0,0,4,0,5,84,1,2,0,0,0
80910  Kulho (Kontiolahti),111,17,0,6,0,0,16,7,6,3,1,0,1,0,6,0,14,24,8,2,0,0,0
81100  Kontiolahti (Kontiolahti),788,16,0,23,0,4,33,40,6,7,1,2,1,20,55,99,148,283,16,34,0,0,0
81120  Katajaranta (Kontiolahti),57,2,1,2,0,0,8,0,1,0,0,0,1,3,0,0,6,32,0,1,0,0,0
81160  Romppala-Riihikangas (Kontiolahti),13,11,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
81200  Eno Keskus (Joensuu),518,47,0,9,1,0,36,49,32,24,4,8,3,5,12,23,40,192,5,28,0,0,0
81210  Louhioja (Joensuu),87,33,0,26,0,0,14,1,3,0,0,0,0,0,0,0,9,0,0,1,0,0,0
81220  Jakokoski (Kontiolahti),40,15,0,0,0,0,13,0,0,0,0,0,0,0,2,0,8,2,0,0,0,0,0
81230  Mönni (Kontiolahti),6,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...
81235  Lehtoi (Kontiolahti),17,1,0,0,0,0,3,1,0,0,0,0,1,1,0,0,4,0,1,5,0,0,0
81260  Ahveninen (Joensuu),25,14,0,3,0,0,0,2,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0
81270  Paukkaja (Joensuu),10,5,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
81280  Uimaharju (Joensuu),623,30,0,409,0,4,11,33,60,17,0,0,0,2,2,0,22,30,1,2,0,0,0
81290  Ukkola (Joensuu),8,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...
81295  Haapalahti (Joensuu),52,7,0,0,0,0,25,0,0,0,0,0,0,1,0,0,0,18,1,0,0,0,0
81320  Kuismavaara (Joensuu),3,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...
81330  Luhtapohja (Joensuu),3,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...
81350  Tokrajärvi (Ilomantsi),13,4,0,2,0,0,2,0,1,0,0,0,0,0,1,0,3,0,0,0,0,0,0
81360  Sarvinki (Joensuu),5,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...
81390  Revonkylä (Joensuu),3,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...
81420  Tyrjänsaari (Ilomantsi),10,3,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
81430  Kivilahti (Ilomantsi),11,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0
81450  Huhus-Käenkoski (Ilomantsi),5,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...
81460  Käenkoski (Ilomantsi),1,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...
81470  Naarva (Ilomantsi),7,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...
81560  Vuonisjärvi (Lieksa),15,11,0,0,0,0,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
81570  Kelvä (Lieksa),10,2,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
81590  Vuonislahti (Lieksa),14,9,0,0,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0,1,0,0,0
81650  Hattuvaara (Lieksa),11,7,0,0,0,0,0,0,0,1,0,0,0,0,3,0,0,0,0,0,0,0,0
81660  Lehmikylä (Lieksa),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
81700  Lieksa Keskus (Lieksa),1834,71,1,229,9,18,74,281,106,52,11,20,31,61,44,93,125,525,22,61,0,0,0
81720  Mähkö-Timitra (Lieksa),955,32,0,243,0,2,78,40,27,14,3,0,59,7,41,193,39,152,9,16,0,0,0
81750  Pankakoski (Lieksa),205,4,0,183,0,0,1,1,2,6,0,0,0,7,0,1,0,0,0,0,0,0,0
81810  Jamali (Lieksa),29,17,0,0,0,0,1,0,1,0,0,0,0,0,0,0,7,1,2,0,0,0,0
81820  Kylänlahti (Lieksa),109,27,0,3,0,0,3,0,15,0,9,0,0,0,0,0,38,14,0,0,0,0,0
81850  Mätäsvaara (Lieksa),4,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...
81860  Viekijärvi (Lieksa),48,39,0,0,0,0,2,3,1,0,0,0,0,0,1,0,0,0,0,2,0,0,0
81950  Pankajärvi (Lieksa),2,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...
81970  Jongunjoki-Pankajärvi (Lieksa),12,4,0,0,0,0,0,0,0,2,0,0,0,0,6,0,0,0,0,0,0,0,0
82110  Heinävaara (Joensuu),339,9,0,243,0,1,10,17,8,6,0,2,0,2,0,0,31,5,4,1,0,0,0
82120  Keskijärvi (Joensuu),6,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...
82140  Kiihtelysvaara Keskus (Joensuu),328,41,4,52,1,12,21,9,12,9,0,6,0,1,5,6,7,129,0,13,0,0,0
82160  Oskola (Joensuu),1,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...
82170  Uskali (Joensuu),5,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...
82180  Huhtilampi (Joensuu),7,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...
82200  Hammaslahti (Joensuu),809,82,0,89,0,11,50,43,92,24,3,2,1,16,13,92,82,160,13,36,0,0,0
82210  Suhmura (Joensuu),98,4,0,27,0,0,5,1,1,0,2,0,0,4,0,0,15,39,0,0,0,0,0
82220  Niittylahti (Joensuu),230,36,31,12,0,0,53,7,8,1,0,0,0,8,3,0,50,20,0,1,0,0,0
82290  Nieminen (Rääkkylä),36,23,0,2,0,0,2,1,6,0,0,0,1,0,0,0,0,0,0,1,0,0,0
82300  Rääkkylä Keskus (Rääkkylä),320,34,0,22,0,0,4,11,6,4,2,8,17,9,9,19,25,131,5,14,0,0,0
82310  Oravisalo-Varpasalo (Rääkkylä),27,15,0,1,0,0,4,2,3,0,0,0,0,1,1,0,0,0,0,0,0,0,0
82335  Rasivaara (Rääkkylä),84,51,4,13,0,0,6,5,2,0,0,0,0,1,0,0,0,1,0,1,0,0,0
82350  Tikkala (Tohmajärvi),50,9,0,2,0,0,3,2,12,0,1,0,0,0,0,0,7,14,0,0,0,0,0
82360  Onkamo (Tohmajärvi),20,4,4,0,0,0,2,1,5,0,0,0,0,2,0,0,0,1,0,1,0,0,0
82380  Tolosenmäki (Kitee),148,31,0,43,0,0,4,17,34,15,0,0,0,0,0,0,0,1,0,3,0,0,0
82395  Haarajärvi (Kitee),13,9,0,0,0,0,0,0,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0
82430  Puhos-Leinovaara (Kitee),332,38,0,202,0,0,14,2,36,5,0,0,0,1,8,0,11,10,4,1,0,0,0
82460  Hummovaara (Kitee),13,8,0,0,0,0,4,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
82490  Heinoniemi (Kitee),6,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...
82500  Kitee Keskus (Kitee),2095,105,7,204,7,40,145,281,73,64,18,28,23,57,92,117,181,517,38,96,2,0,0
82510  Kiteenlahti (Kitee),34,27,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,4,0,0
82580  Juurikka (Kitee),34,26,0,1,0,0,4,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0
82590  Närsäkkälä (Kitee),11,5,0,2,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
82600  Tohmajärvi Keskus (Tohmajärvi),807,91,1,70,0,8,44,79,39,29,0,0,7,27,42,32,91,210,4,33,0,0,0
82655  Värtsilä Keskus (Tohmajärvi),49,20,0,0,0,1,1,3,4,1,0,0,0,0,1,0,6,5,0,7,0,0,0
82660  Uusi-Värtsilä (Tohmajärvi),8,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...
82670  Kaurila (Tohmajärvi),9,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...
82675  Niirala-Jänisjoki (Tohmajärvi),199,10,0,0,0,0,0,0,24,0,0,0,0,0,1,164,0,0,0,0,0,0,0
82685  Littilä (Tohmajärvi),38,34,0,0,0,0,2,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
82710  Kovero (Joensuu),131,9,0,65,0,0,4,8,4,1,0,0,0,1,20,0,0,17,1,1,0,0,0
82730  Tuupovaara Keskus-Pirttiaho (Joensuu),260,13,0,154,0,0,1,12,9,4,4,4,1,1,2,3,8,38,0,6,0,0,0
82750  Öllölä (Joensuu),12,6,2,0,0,0,0,0,0,0,0,0,0,3,0,0,0,1,0,0,0,0,0
82760  Hoilola (Joensuu),6,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...
82770  Kaustajärvi (Tohmajärvi),8,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...
82815  Marjovaara (Joensuu),4,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...
82820  Maukkula (Ilomantsi),26,4,0,3,0,0,15,1,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0
82830  Haukivaara (Ilomantsi),1,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...
82840  Pirttiaho (Joensuu),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
82850  Kinnasniemi (Joensuu),3,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...
82865  Kokinvaara-Mannervaara (Joensuu),4,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...
82870  Luutalahti (Joensuu),1,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...
82880  Mannervaara (Joensuu),2,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...
82900  Ilomantsi Keskus (Ilomantsi),1277,115,0,93,3,4,47,162,70,46,10,16,8,27,57,95,86,380,24,34,0,0,0
82915  Sonkaja (Ilomantsi),19,10,0,0,0,0,7,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
82960  Lehtovaara-Kuikkalampi (Ilomantsi),12,6,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
82967  Hattu (Ilomantsi),29,3,14,0,0,0,0,0,9,2,0,0,0,0,0,0,1,0,0,0,0,0,0
82980  Möhkö (Ilomantsi),21,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,19,0,0,0,0,0
83100  Liperi Keskus (Liperi),992,84,0,55,2,5,153,51,30,41,2,2,2,9,33,44,117,311,32,19,0,0,0
83130  Salokylä (Liperi),27,12,0,0,0,0,5,0,0,0,0,0,0,7,0,0,0,0,2,1,0,0,0
83140  Puromäki (Liperi),18,11,0,1,0,1,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0
83150  Roukalahti (Liperi),24,20,0,0,0,0,0,1,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0
83160  Tutjunniemi (Liperi),34,9,0,3,0,0,0,2,4,0,0,0,14,1,0,0,0,0,1,0,0,0,0
83320  Risti-Juojärvi (Liperi),8,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...
83330  Kaatamo (Liperi),29,13,0,0,0,0,0,1,0,0,0,0,0,1,4,0,0,10,0,0,0,0,0
83340  Kaarnalampi (Liperi),12,8,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
83400  Viinijärvi (Liperi),184,54,0,12,0,0,28,15,20,3,0,0,0,4,1,0,32,4,0,11,0,0,0
83430  Käsämä (Liperi),164,8,2,3,0,0,6,12,5,0,11,0,0,3,3,0,84,19,0,8,0,0,0
83450  Vaivio (Liperi),47,14,0,6,0,0,4,20,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0
83460  Harinjärvi (Liperi),13,1,0,0,0,0,1,3,2,4,0,0,0,1,0,0,1,0,0,0,0,0,0
83480  Ahonkylä (Liperi),13,8,0,3,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
83500  Outokumpu Keskus (Outokumpu),2031,59,62,782,21,12,96,156,54,74,8,9,15,102,65,53,141,249,36,37,0,0,0
83550  Kokonvaara (Outokumpu),8,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...
83630  Kuusjärvi (Outokumpu),26,2,0,6,0,0,6,2,0,0,7,0,0,0,0,0,1,0,0,2,0,0,0
83660  Varislahti (Outokumpu),24,10,0,0,0,0,11,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
83700  Polvijärvi Keskus (Polvijärvi),730,76,77,74,2,0,34,74,21,35,0,11,5,35,21,39,47,151,6,22,0,0,0
83720  Kuorevaara (Polvijärvi),52,16,0,0,0,0,7,0,0,26,0,0,0,1,0,0,0,2,0,0,0,0,0
83750  Sotkuma (Polvijärvi),78,13,0,11,0,0,9,1,2,0,0,0,0,7,0,0,24,11,0,0,0,0,0
83760  Sola (Polvijärvi),26,3,0,21,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
83780  Horsmanaho (Polvijärvi),43,12,0,1,0,0,28,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
83825  Kinahmo (Polvijärvi),38,17,0,2,0,1,7,1,0,0,3,0,0,1,1,0,0,2,0,3,0,0,0
83830  Hukkala (Polvijärvi),11,7,0,0,0,0,0,0,2,0,0,0,0,1,0,0,0,0,0,1,0,0,0
83835  Ruvaslahti (Polvijärvi),52,27,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,21,0,0,0,0,0
83840  Saarivaara (Polvijärvi),6,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...
83855  Martonvaara-Sammakkovaara (Polvijärvi),15,10,0,0,0,0,2,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
83870  Polvela-Timovaara (Juuka),10,2,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0
83880  Kajoo (Juuka),16,9,0,5,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
83900  Juuka Keskus (Juuka),1050,78,2,119,3,8,54,132,40,27,4,3,15,6,46,82,75,311,14,31,0,0,0
83910  Paalasmaa (Juuka),3,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...
83915  Vihtasuo (Juuka),2,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...
83940  Nunnanlahti (Juuka),191,15,7,156,0,0,2,2,2,0,0,0,0,1,0,0,4,0,0,2,0,0,0
83950  Ahmovaara (Juuka),45,10,0,4,0,1,2,17,1,2,0,0,0,0,3,0,0,4,1,0,0,0,0
83960  Koli (Lieksa),139,15,0,1,0,0,2,2,5,54,8,0,0,1,14,0,5,1,30,1,0,0,0
83985  Tuopanjoki (Juuka),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
84100  Ylivieska Keskus (Ylivieska),6074,63,1,885,15,59,438,1228,309,179,111,64,38,281,213,380,482,1105,66,157,0,0,0
84460  Tuomiperä (Ylivieska),13,9,0,1,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
84540  Vähäkangas (Ylivieska),35,15,1,1,0,0,4,1,0,0,0,1,0,0,1,0,8,1,0,2,0,0,0
84650  Kantokylä (Ylivieska),54,7,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1,44,0,0,0,0,0
84770  Isokoski (Ylivieska),27,3,0,22,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
84880  Raudaskylä (Ylivieska),185,31,0,1,0,0,10,10,10,0,1,0,0,1,0,0,67,46,1,5,0,0,2
85100  Kalajoki Keskus (Kalajoki),2840,158,12,644,4,29,245,270,80,188,6,41,17,127,78,127,213,466,53,82,0,0,0
85120  Metsä (Kalajoki),42,36,0,1,0,0,0,1,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0
85140  Tynkä (Kalajoki),203,75,3,41,0,0,32,3,19,0,3,1,0,2,6,0,12,6,0,0,0,0,0
85150  Typpö (Kalajoki),38,31,0,1,0,0,2,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0
85160  Rautio (Kalajoki),209,33,124,7,0,0,12,3,9,0,0,0,1,1,3,0,7,6,0,2,0,0,1
85180  Rahja (Kalajoki),201,29,0,55,0,8,9,10,50,2,0,0,1,16,4,12,4,0,0,1,0,0,0
85200  Alavieska Keskus (Alavieska),599,95,14,62,0,0,88,46,35,12,0,6,0,12,14,18,42,123,7,25,0,0,0
85210  Kähtävä (Alavieska),33,22,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,3,1,0,0,0
85230  Talus (Alavieska),39,22,0,0,0,0,4,3,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0
85310  Sievi Asemanseutu (Sievi),430,11,0,348,0,0,20,13,20,1,0,0,0,3,0,0,8,5,0,1,0,0,0
85320  Markkula (Sievi),55,32,0,0,0,1,19,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
85340  Jyrinki (Sievi),86,31,0,0,0,0,7,5,28,0,0,0,0,0,0,0,12,0,0,3,0,0,0
85410  Sievi Keskus (Sievi),1307,21,0,691,0,5,138,64,7,6,9,15,6,6,20,25,99,165,8,22,0,0,0
85430  Koivisto (Sievi),78,37,0,1,0,0,10,7,0,0,0,0,0,0,0,0,4,18,0,1,0,0,0
85450  Joenkylä (Sievi),32,20,0,2,0,0,8,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
85470  Kiiskilampi (Sievi),71,27,8,0,0,0,4,0,10,3,0,0,0,0,10,0,6,1,1,1,0,0,0
85500  Nivala Keskus (Nivala),2953,158,57,685,7,51,238,264,113,113,21,35,23,85,94,90,299,507,36,77,0,0,0
85540  Mönkö (Nivala),69,49,0,2,0,0,13,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0
85560  Ainastalo (Nivala),61,22,0,2,0,0,19,0,0,0,0,0,0,0,2,0,5,10,0,1,0,0,0
85580  Karvoskylä (Nivala),54,27,0,1,0,0,5,5,7,0,0,0,0,4,0,0,4,0,0,1,0,0,0
85620  Sarja (Nivala),25,15,0,3,0,0,1,1,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0
85630  Sarjanahde (Nivala),64,29,0,3,0,0,21,0,2,0,0,0,0,1,0,0,7,1,0,0,0,0,0
85640  Maliskylä (Nivala),55,46,0,0,0,0,1,0,1,0,0,0,0,0,0,0,7,0,0,0,0,0,0
85660  Ruuskankylä (Nivala),29,23,0,2,0,0,1,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0
85710  Parkkila (Haapajärvi),51,32,0,0,0,0,1,7,2,0,0,0,0,1,0,0,5,3,0,0,0,0,0
85730  Tulppo (Haapajärvi),29,8,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,9,0,10,0,0,0
85800  Haapajärvi Keskus (Haapajärvi),2425,105,0,522,5,17,211,252,107,65,13,33,23,58,71,275,188,398,16,66,0,0,0
85820  Oksava (Haapajärvi),110,58,0,2,0,0,7,1,5,0,0,0,0,2,0,0,5,29,0,1,0,0,0
85840  Kuona (Haapajärvi),38,17,0,1,0,0,10,5,2,0,0,0,0,0,0,0,1,0,0,2,0,0,0
85900  Reisjärvi Keskus (Reisjärvi),706,109,3,85,0,3,64,50,17,15,5,6,1,40,22,14,54,185,8,25,0,0,0
85930  Kangaskylä-Tolpankangas (Reisjärvi),28,9,0,0,0,0,0,0,0,15,0,1,2,0,0,0,0,0,1,0,0,0,0
85940  Räisälänmäki (Reisjärvi),66,36,0,0,0,0,1,0,0,0,0,0,0,0,0,0,29,0,0,0,0,0,0
85980  Köyhänperä (Reisjärvi),49,31,0,1,0,0,13,1,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0
86100  Pyhäjoki Keskus (Pyhäjoki),532,15,0,104,5,7,76,31,7,22,7,0,2,8,24,29,44,119,9,23,0,0,0
86110  Parhalahti (Pyhäjoki),188,3,0,62,37,0,3,3,0,4,0,0,0,0,61,0,13,0,0,2,0,0,0
86160  Pirttikoski (Pyhäjoki),22,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,1,0,0,0
86170  Yppäri (Pyhäjoki),104,31,7,0,0,0,28,21,4,0,0,0,1,2,0,0,9,0,0,1,0,0,0
86210  Petäjäskoski (Oulainen),38,14,1,0,0,0,9,4,0,0,0,0,0,2,0,0,6,1,0,1,0,0,0
86220  Merijärvi Keskus (Merijärvi),193,30,11,9,0,0,11,8,7,0,0,5,0,1,1,8,29,42,3,28,0,0,0
86230  Ylipää (Merijärvi),15,13,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0
86240  Pyhänkoski (Merijärvi),12,10,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
86300  Oulainen Keskus (Oulainen),2780,95,1,546,6,10,268,211,135,49,10,17,17,57,56,95,221,919,19,48,0,0,0
86350  Kilpua (Oulainen),7,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...
86360  Ilveskorpi (Raahe),38,13,0,0,0,0,1,0,4,0,0,0,0,0,0,0,0,19,0,1,0,0,0
86400  Vihanti Keskus (Raahe),356,22,5,44,0,10,19,32,16,1,0,8,1,0,0,2,23,156,0,17,0,0,0
86440  Lampinsaari (Raahe),20,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,11,6,0,0,0,0,0
86460  Alpua (Raahe),65,22,28,1,0,0,3,1,5,0,0,0,0,0,0,0,0,3,1,1,0,0,0
