Postal code area,"Workplaces, total (TP)","A Agriculture, forestry and fishing (TP)",B Mining and quarrying (TP),C Manufacturing (TP),"D Electricity, gas, steam and air conditioning supply (TP)","E Water supply; sewerage, waste management and remediation activities (TP)",F Construction (TP),G Wholesale and retail trade; repair of motor vehicles and motorcycles (TP),H Transportation and storage (TP),I Accommodation and food service activities (TP),J Information and communication (TP),K Financial and insurance activities (TP),L Real estate activities (TP),"M Professional, scientific and technical activities (TP)",N Administrative and support service activities (TP),O Public administration and defence; compulsory social security (TP),P Education (TP),Q Human health and social work activities (TP),"R Arts, entertainment and recreation (TP)",S Other service activities (TP),T Activities of households as employers; undifferentiated goods- and services-producing activities of households for own use (TP),U Activities of extraterritorial organisations and bodies (TP),X Industry unknown (TP)
88120  Tuhkakylä (Sotkamo),1128.00,3.00,864.00,18.00,4.00,0.00,173.00,21.00,13.00,4.00,0.00,0.00,0.00,0.00,28.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
88200  Otanmäki-Kytökoski (Kajaani),466.00,4.00,0.00,400.00,0.00,0.00,6.00,10.00,3.00,3.00,0.00,0.00,0.00,0.00,1.00,1.00,14.00,21.00,0.00,3.00,0.00,0.00,0.00
88270  Vuolijoki Keskus (Kajaani),163.00,47.00,2.00,2.00,0.00,0.00,4.00,8.00,6.00,0.00,0.00,0.00,4.00,0.00,3.00,1.00,2.00,78.00,1.00,5.00,0.00,0.00,0.00
88300  Paltamo Keskus (Paltamo),551.00,43.00,3.00,17.00,0.00,1.00,80.00,58.00,26.00,10.00,1.00,6.00,4.00,26.00,19.00,37.00,50.00,141.00,8.00,21.00,0.00,0.00,0.00
88310  Melalahti (Paltamo),24.00,7.00,0.00,0.00,0.00,0.00,4.00,0.00,5.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,8.00,0.00,0.00,0.00,0.00,0.00
88340  Manamansalo (Vaala),3.00,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...
88350  Kivesjärvi (Paltamo),5.00,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...
88380  Mieslahti (Paltamo),53.00,4.00,0.00,0.00,0.00,0.00,1.00,2.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,27.00,18.00,0.00,0.00,0.00,0.00,0.00
88400  Ristijärvi Keskus-Hiisijärvi (Ristijärvi),251.00,34.00,0.00,6.00,0.00,0.00,2.00,21.00,30.00,5.00,0.00,0.00,3.00,4.00,6.00,18.00,16.00,85.00,4.00,17.00,0.00,0.00,0.00
88440  Jokikylä (Ristijärvi),4.00,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...
88460  Hiisijärvi (Ristijärvi),1.00,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...
88470  Kontiomäki (Paltamo),186.00,9.00,0.00,19.00,0.00,0.00,20.00,26.00,69.00,1.00,0.00,0.00,0.00,0.00,7.00,0.00,6.00,27.00,0.00,1.00,0.00,0.00,1.00
88490  Pohjavaara (Sotkamo),41.00,27.00,0.00,0.00,0.00,0.00,3.00,0.00,6.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,5.00,0.00,0.00,0.00,0.00,0.00,0.00
88530  Paakki (Sotkamo),13.00,2.00,0.00,0.00,0.00,0.00,10.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
88600  Sotkamo Keskus (Sotkamo),1869.00,144.00,93.00,32.00,6.00,14.00,142.00,233.00,75.00,89.00,12.00,13.00,25.00,61.00,128.00,87.00,159.00,470.00,21.00,65.00,0.00,0.00,0.00
88610  Vuokatti (Sotkamo),719.00,43.00,3.00,31.00,0.00,7.00,99.00,45.00,28.00,145.00,19.00,2.00,25.00,51.00,29.00,0.00,24.00,54.00,93.00,21.00,0.00,0.00,0.00
88615  Vuokatin Urheiluopisto (Sotkamo),65.00,0.00,0.00,0.00,0.00,0.00,0.00,3.00,0.00,17.00,0.00,0.00,0.00,0.00,17.00,0.00,16.00,0.00,12.00,0.00,0.00,0.00,0.00
88620  Korholanmäki (Sotkamo),165.00,23.00,84.00,3.00,0.00,0.00,17.00,7.00,1.00,0.00,0.00,0.00,0.00,9.00,0.00,0.00,7.00,13.00,1.00,0.00,0.00,0.00,0.00
88640  Ontojoki (Sotkamo),4.00,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...
88670  Juurikkalahti-Maanselkä (Sotkamo),13.00,9.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00
88690  Maanselkä (Sotkamo),10.00,2.00,0.00,0.00,0.00,0.00,0.00,8.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
88730  Ylä-Vieksi (Kuhmo),4.00,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...
88740  Härmänkylä-Iivantiira (Kuhmo),19.00,5.00,0.00,0.00,0.00,0.00,0.00,0.00,14.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
88760  Iivantiira (Kuhmo),15.00,13.00,0.00,0.00,0.00,0.00,0.00,0.00,2.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
88820  Katerma (Kuhmo),0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
88900  Kuhmo Keskus (Kuhmo),2244.00,263.00,11.00,365.00,17.00,10.00,148.00,201.00,110.00,55.00,3.00,19.00,27.00,28.00,111.00,171.00,121.00,499.00,20.00,64.00,1.00,0.00,0.00
88930  Lentiira-Kuumu (Kuhmo),100.00,6.00,0.00,0.00,0.00,0.00,6.00,1.00,7.00,7.00,0.00,0.00,0.00,0.00,2.00,71.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
88940  Kuumu (Kuhmo),2.00,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...
89110  Törmänmäki (Puolanka),2.00,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...
89140  Kotila-Törmänmäki (Puolanka),30.00,5.00,0.00,1.00,0.00,0.00,2.00,2.00,0.00,20.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
89200  Puolanka Keskus (Puolanka),554.00,77.00,0.00,5.00,0.00,6.00,38.00,41.00,29.00,8.00,8.00,6.00,1.00,7.00,23.00,35.00,46.00,201.00,4.00,19.00,0.00,0.00,0.00
89210  Puokiovaara (Puolanka),15.00,12.00,0.00,0.00,0.00,0.00,1.00,0.00,2.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
89320  Joukokylä (Puolanka),20.00,19.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
89330  Suolijärvi (Puolanka),9.00,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...
89400  Hyrynsalmi Keskus (Hyrynsalmi),443.00,33.00,3.00,7.00,5.00,3.00,29.00,45.00,69.00,15.00,0.00,1.00,7.00,13.00,10.00,20.00,28.00,128.00,15.00,12.00,0.00,0.00,0.00
89430  Hoikka (Hyrynsalmi),2.00,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...
89440  Sakara (Suomussalmi),0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
89540  Moisiovaara (Hyrynsalmi),14.00,6.00,0.00,1.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,4.00,2.00,0.00,0.00,0.00,0.00,0.00
89560  Karhuvaara (Hyrynsalmi),2.00,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...
89600  Ämmänsaari (Suomussalmi),1765.00,141.00,0.00,305.00,5.00,18.00,54.00,193.00,63.00,69.00,6.00,19.00,11.00,29.00,118.00,139.00,96.00,423.00,18.00,58.00,0.00,0.00,0.00
89610  Jumaliskylä (Suomussalmi),2.00,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...
89640  Pesiökylä (Suomussalmi),1.00,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...
89660  Takalo (Suomussalmi),1.00,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...
89670  Näljänkä (Suomussalmi),14.00,10.00,0.00,0.00,0.00,0.00,0.00,0.00,4.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
89680  Vaaranniva (Suomussalmi),2.00,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...
89730  Ahjola (Suomussalmi),0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
89740  Kianta (Suomussalmi),3.00,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...
89760  Piispajärvi-Peranka-Kaikkoinen (Suomussalmi),3.00,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...
89770  Peranka (Suomussalmi),4.00,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...
89780  Kaikkonen (Suomussalmi),4.00,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...
89800  Suomussalmi Keskus (Suomussalmi),89.00,28.00,0.00,1.00,0.00,0.00,8.00,7.00,15.00,2.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,15.00,1.00,11.00,0.00,0.00,0.00
89830  Ala-Vuokki (Suomussalmi),4.00,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...
89840  Ylä-Vuokki (Suomussalmi),23.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,21.00,0.00,0.00,0.00,0.00,0.00,0.00
89920  Ruhtinansalmi (Suomussalmi),67.00,14.00,0.00,34.00,0.00,0.00,0.00,1.00,2.00,5.00,0.00,0.00,0.00,0.00,5.00,0.00,0.00,0.00,5.00,1.00,0.00,0.00,0.00
90100  Oulu Keskus (Oulu),13271.00,4.00,8.00,155.00,73.00,0.00,465.00,1147.00,103.00,926.00,1500.00,757.00,248.00,1304.00,509.00,2028.00,453.00,2270.00,538.00,783.00,0.00,0.00,0.00
90120  Heinäpää (Oulu),1053.00,11.00,1.00,8.00,0.00,0.00,91.00,70.00,29.00,40.00,21.00,7.00,40.00,69.00,21.00,0.00,178.00,313.00,63.00,91.00,0.00,0.00,0.00
90130  Raksila (Oulu),3703.00,79.00,0.00,11.00,120.00,0.00,89.00,288.00,32.00,92.00,223.00,6.00,105.00,376.00,163.00,1077.00,390.00,453.00,153.00,46.00,0.00,0.00,0.00
90140  Karjasilta (Oulu),2672.00,3.00,0.00,15.00,0.00,0.00,124.00,278.00,89.00,66.00,232.00,113.00,26.00,296.00,202.00,574.00,203.00,229.00,104.00,118.00,0.00,0.00,0.00
90150  Höyhtyä (Oulu),833.00,2.00,0.00,3.00,0.00,0.00,129.00,19.00,233.00,42.00,2.00,2.00,10.00,10.00,8.00,0.00,1.00,303.00,7.00,62.00,0.00,0.00,0.00
90220  Kontinkangas (Oulu),10630.00,0.00,0.00,63.00,14.00,7.00,4.00,90.00,0.00,25.00,160.00,0.00,15.00,529.00,93.00,126.00,963.00,8491.00,3.00,47.00,0.00,0.00,0.00
90230  Värttö-Maikkula (Oulu),3427.00,3.00,1.00,459.00,17.00,100.00,173.00,58.00,51.00,18.00,570.00,244.00,33.00,518.00,571.00,199.00,35.00,232.00,6.00,139.00,0.00,0.00,0.00
90240  Iinatti (Oulu),1361.00,4.00,0.00,404.00,0.00,0.00,187.00,144.00,141.00,42.00,6.00,0.00,0.00,40.00,118.00,0.00,29.00,225.00,5.00,16.00,0.00,0.00,0.00
90250  Kaukovainio (Oulu),1837.00,0.00,2.00,16.00,2.00,0.00,3.00,89.00,8.00,47.00,82.00,146.00,1.00,160.00,425.00,0.00,333.00,514.00,2.00,7.00,0.00,0.00,0.00
90310  Madekoski (Oulu),196.00,15.00,0.00,3.00,0.00,2.00,59.00,10.00,28.00,4.00,1.00,1.00,3.00,14.00,5.00,1.00,23.00,17.00,5.00,5.00,0.00,0.00,0.00
90400  Äimärautio (Oulu),7551.00,31.00,0.00,1296.00,0.00,0.00,1337.00,2309.00,699.00,169.00,61.00,37.00,178.00,502.00,622.00,39.00,17.00,145.00,71.00,38.00,0.00,0.00,0.00
90410  Kaakkuri (Oulu),1833.00,12.00,0.00,452.00,0.00,0.00,189.00,732.00,15.00,80.00,46.00,9.00,3.00,110.00,38.00,0.00,27.00,70.00,7.00,43.00,0.00,0.00,0.00
90420  Metsokangas (Oulu),1545.00,6.00,0.00,23.00,0.00,1.00,86.00,277.00,239.00,7.00,13.00,11.00,6.00,49.00,70.00,0.00,209.00,495.00,3.00,50.00,0.00,0.00,0.00
90440  Kempele Keskus (Kempele),4561.00,17.00,41.00,998.00,29.00,69.00,839.00,461.00,332.00,91.00,152.00,3.00,17.00,287.00,89.00,64.00,370.00,611.00,33.00,58.00,0.00,0.00,0.00
90450  Honkanen (Kempele),1510.00,12.00,0.00,38.00,0.00,0.00,97.00,422.00,51.00,143.00,9.00,14.00,11.00,29.00,4.00,0.00,227.00,374.00,26.00,53.00,0.00,0.00,0.00
90460  Oulunsalo Keskus (Oulu),2333.00,17.00,18.00,500.00,6.00,0.00,345.00,148.00,233.00,36.00,154.00,10.00,48.00,106.00,25.00,0.00,223.00,399.00,19.00,46.00,0.00,0.00,0.00
90470  Varjakka (Oulu),120.00,7.00,0.00,2.00,0.00,0.00,35.00,5.00,46.00,1.00,1.00,2.00,1.00,7.00,1.00,0.00,1.00,8.00,2.00,1.00,0.00,0.00,0.00
90480  Hailuoto (Hailuoto),212.00,53.00,0.00,16.00,0.00,0.00,9.00,10.00,1.00,7.00,3.00,4.00,0.00,3.00,7.00,9.00,14.00,64.00,5.00,7.00,0.00,0.00,0.00
90500  Tuira (Oulu),1353.00,3.00,0.00,5.00,0.00,0.00,33.00,149.00,37.00,109.00,47.00,0.00,13.00,34.00,24.00,23.00,85.00,677.00,27.00,87.00,0.00,0.00,0.00
90510  Hietasaari (Oulu),475.00,2.00,0.00,1.00,0.00,0.00,39.00,10.00,1.00,75.00,3.00,3.00,6.00,19.00,16.00,0.00,5.00,274.00,14.00,7.00,0.00,0.00,0.00
90520  Taskila-Toppila (Oulu),719.00,2.00,8.00,74.00,52.00,7.00,82.00,182.00,17.00,28.00,7.00,1.00,2.00,73.00,51.00,0.00,0.00,78.00,35.00,20.00,0.00,0.00,0.00
90530  Välivainio (Oulu),1443.00,0.00,0.00,89.00,1.00,0.00,311.00,232.00,197.00,5.00,65.00,20.00,1.00,64.00,185.00,0.00,23.00,135.00,12.00,103.00,0.00,0.00,0.00
90540  Kuivasjärvi (Oulu),1119.00,3.00,1.00,4.00,0.00,22.00,38.00,263.00,114.00,81.00,15.00,20.00,6.00,34.00,7.00,0.00,205.00,262.00,22.00,22.00,0.00,0.00,0.00
90550  Pyykösjärvi-Puolivälinkangas (Oulu),267.00,0.00,0.00,1.00,0.00,0.00,6.00,32.00,3.00,19.00,2.00,0.00,0.00,6.00,0.00,0.00,1.00,176.00,14.00,7.00,0.00,0.00,0.00
90560  Koskela-Oulu (Oulu),271.00,1.00,0.00,2.00,0.00,1.00,10.00,12.00,8.00,3.00,2.00,0.00,1.00,10.00,1.00,2.00,30.00,179.00,3.00,6.00,0.00,0.00,0.00
90570  Kaijonharju-Linnanmaa (Oulu),3874.00,0.00,0.00,46.00,0.00,0.00,4.00,246.00,11.00,44.00,66.00,4.00,9.00,166.00,10.00,0.00,2846.00,324.00,70.00,28.00,0.00,0.00,0.00
90580  Rajakylä (Oulu),415.00,0.00,0.00,9.00,0.00,0.00,53.00,29.00,33.00,42.00,7.00,0.00,1.00,9.00,1.00,6.00,64.00,155.00,2.00,4.00,0.00,0.00,0.00
90590  Teknologiakylä (Oulu),5994.00,1.00,55.00,976.00,0.00,20.00,503.00,128.00,0.00,17.00,1490.00,293.00,39.00,1517.00,396.00,449.00,3.00,95.00,1.00,11.00,0.00,0.00,0.00
90600  Oulun rahtiterminaali (Oulu),547.00,0.00,0.00,25.00,0.00,0.00,0.00,0.00,519.00,3.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
90620  Rusko-Heikinharju (Oulu),7416.00,2.00,0.00,3705.00,44.00,171.00,1156.00,635.00,507.00,32.00,43.00,15.00,11.00,364.00,390.00,0.00,16.00,109.00,0.00,216.00,0.00,0.00,0.00
90630  Korvensuora (Oulu),602.00,8.00,0.00,68.00,0.00,0.00,43.00,44.00,35.00,29.00,9.00,5.00,5.00,18.00,9.00,0.00,83.00,222.00,4.00,20.00,0.00,0.00,0.00
90650  Haapalehto (Oulu),1523.00,7.00,0.00,16.00,0.00,0.00,191.00,155.00,65.00,58.00,9.00,1.00,6.00,56.00,24.00,0.00,294.00,564.00,3.00,74.00,0.00,0.00,0.00
90660  Sanginsuu (Oulu),212.00,23.00,0.00,107.00,0.00,0.00,5.00,4.00,16.00,1.00,2.00,0.00,0.00,42.00,2.00,0.00,1.00,3.00,6.00,0.00,0.00,0.00,0.00
90670  Hiukkavaara (Oulu),274.00,0.00,0.00,1.00,0.00,0.00,81.00,19.00,10.00,0.00,3.00,3.00,2.00,15.00,0.00,19.00,2.00,111.00,6.00,2.00,0.00,0.00,0.00
90800  Pateniemi (Oulu),663.00,11.00,0.00,25.00,0.00,0.00,91.00,116.00,47.00,29.00,17.00,1.00,2.00,15.00,6.00,1.00,16.00,250.00,13.00,23.00,0.00,0.00,0.00
90810  Kiviniemi (Oulu),223.00,14.00,0.00,2.00,0.00,0.00,31.00,3.00,8.00,9.00,14.00,0.00,0.00,18.00,12.00,34.00,22.00,38.00,11.00,7.00,0.00,0.00,0.00
90820  Kello (Oulu),622.00,4.00,0.00,99.00,3.00,9.00,162.00,79.00,39.00,9.00,1.00,0.00,1.00,38.00,11.00,0.00,82.00,51.00,8.00,26.00,0.00,0.00,0.00
90830  Haukipudas Keskus (Oulu),1924.00,5.00,0.00,365.00,14.00,1.00,161.00,250.00,48.00,70.00,22.00,9.00,22.00,46.00,33.00,42.00,240.00,525.00,14.00,57.00,0.00,0.00,0.00
90840  Haukipudas Asemanseutu (Oulu),289.00,13.00,0.00,11.00,0.00,0.00,22.00,3.00,28.00,2.00,0.00,0.00,0.00,6.00,1.00,0.00,144.00,59.00,0.00,0.00,0.00,0.00,0.00
90850  Martinniemi (Oulu),235.00,12.00,0.00,53.00,0.00,24.00,22.00,10.00,14.00,0.00,0.00,0.00,0.00,5.00,12.00,0.00,26.00,52.00,0.00,5.00,0.00,0.00,0.00
90860  Halosenniemi (Oulu),11.00,2.00,0.00,0.00,0.00,0.00,1.00,1.00,2.00,0.00,0.00,0.00,0.00,1.00,1.00,0.00,0.00,2.00,0.00,1.00,0.00,0.00,0.00
90900  Kiiminki Keskus (Oulu),1117.00,21.00,7.00,21.00,0.00,6.00,143.00,127.00,103.00,36.00,3.00,2.00,3.00,18.00,18.00,4.00,141.00,389.00,13.00,62.00,0.00,0.00,0.00
90910  Kontio (Oulu),173.00,15.00,0.00,11.00,0.00,0.00,57.00,5.00,24.00,0.00,0.00,0.00,1.00,7.00,5.00,0.00,23.00,23.00,0.00,2.00,0.00,0.00,0.00
90940  Jääli (Oulu),854.00,7.00,0.00,132.00,0.00,1.00,191.00,73.00,63.00,27.00,4.00,0.00,4.00,55.00,29.00,0.00,77.00,161.00,14.00,16.00,0.00,0.00,0.00
91100  Ii Keskus (Ii),1784.00,29.00,0.00,226.00,22.00,7.00,159.00,192.00,43.00,95.00,6.00,3.00,7.00,62.00,52.00,140.00,167.00,524.00,11.00,39.00,0.00,0.00,0.00
91110  Ii Asemanseutu (Ii),120.00,51.00,0.00,3.00,0.00,10.00,24.00,2.00,8.00,0.00,0.00,0.00,1.00,3.00,8.00,0.00,9.00,0.00,0.00,1.00,0.00,0.00,0.00
91140  Olhava (Ii),30.00,4.00,0.00,0.00,0.00,0.00,6.00,0.00,3.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,3.00,12.00,0.00,2.00,0.00,0.00,0.00
91150  Yli-Olhava (Ii),15.00,7.00,0.00,3.00,0.00,0.00,0.00,2.00,2.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
91200  Yli-Ii Keskus (Oulu),306.00,41.00,6.00,2.00,0.00,0.00,18.00,21.00,9.00,11.00,0.00,0.00,4.00,0.00,4.00,17.00,122.00,42.00,0.00,9.00,0.00,0.00,0.00
91210  Jakkukylä (Ii),70.00,17.00,8.00,7.00,0.00,1.00,22.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,2.00,0.00,6.00,3.00,0.00,3.00,0.00,0.00,0.00
91240  Tannila (Oulu),15.00,9.00,6.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
91260  Pahkakoski-Räinä (Oulu),0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
91300  Ylikiiminki Keskus (Oulu),593.00,55.00,2.00,174.00,0.00,1.00,47.00,19.00,65.00,1.00,9.00,1.00,0.00,1.00,5.00,3.00,131.00,60.00,1.00,18.00,0.00,0.00,0.00
91310  Arkala (Oulu),7.00,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...
91410  Jokirinne (Muhos),197.00,7.00,0.00,0.00,0.00,0.00,11.00,7.00,3.00,2.00,2.00,0.00,2.00,2.00,0.00,0.00,18.00,143.00,0.00,0.00,0.00,0.00,0.00
91430  Leppiniemi (Muhos),65.00,1.00,0.00,35.00,12.00,0.00,8.00,0.00,8.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00
91500  Muhos Keskus (Muhos),1972.00,117.00,1.00,74.00,0.00,16.00,102.00,164.00,142.00,57.00,19.00,16.00,3.00,30.00,60.00,61.00,339.00,704.00,19.00,48.00,0.00,0.00,0.00
91510  Rova (Muhos),81.00,32.00,0.00,0.00,0.00,0.00,17.00,1.00,0.00,0.00,0.00,0.00,0.00,3.00,0.00,0.00,6.00,22.00,0.00,0.00,0.00,0.00,0.00
91560  Kylmälänkylä (Muhos),23.00,17.00,0.00,0.00,0.00,0.00,0.00,3.00,0.00,0.00,0.00,0.00,1.00,1.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00
91600  Utajärvi Keskus (Utajärvi),599.00,49.00,1.00,101.00,0.00,7.00,53.00,43.00,34.00,5.00,0.00,12.00,1.00,5.00,25.00,25.00,59.00,153.00,7.00,19.00,0.00,0.00,0.00
91620  Sanginkylä (Utajärvi),20.00,7.00,0.00,4.00,0.00,0.00,9.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
91630  Juorkuna (Utajärvi),5.00,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...
91640  Särkijärvi (Utajärvi),4.00,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...
91660  Ahmas (Utajärvi),35.00,19.00,2.00,0.00,0.00,0.00,1.00,0.00,9.00,0.00,3.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00
91670  Rokua (Utajärvi),49.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,24.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,24.00,0.00,1.00,0.00,0.00,0.00
91700  Vaala Keskus-Oterma (Vaala),496.00,2.00,0.00,55.00,6.00,0.00,35.00,67.00,17.00,14.00,0.00,2.00,6.00,7.00,23.00,48.00,44.00,152.00,1.00,17.00,0.00,0.00,0.00
91710  Jylhämä (Vaala),2.00,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...
91720  Oterma (Vaala),4.00,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...
91730  Kankari (Vaala),13.00,9.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2.00,1.00,0.00,0.00,0.00
91740  Jaalanka-Liminpuro (Vaala),3.00,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...
91750  Liminpuro (Vaala),4.00,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...
91760  Säräisniemi (Vaala),9.00,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...
91780  Neittävä (Vaala),17.00,4.00,0.00,3.00,0.00,0.00,0.00,2.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,8.00,0.00,0.00,0.00
91790  Nuojua (Vaala),29.00,8.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,19.00,1.00,0.00,0.00,0.00,0.00
91800  Tyrnävä (Tyrnävä),1116.00,123.00,36.00,49.00,0.00,6.00,123.00,65.00,47.00,21.00,0.00,12.00,2.00,22.00,42.00,42.00,136.00,343.00,8.00,37.00,2.00,0.00,0.00
91900  Liminka Keskus (Liminka),1696.00,90.00,3.00,69.00,0.00,15.00,183.00,163.00,65.00,31.00,6.00,12.00,8.00,45.00,36.00,76.00,218.00,594.00,20.00,62.00,0.00,0.00,0.00
91910  Tupos (Liminka),627.00,9.00,0.00,36.00,0.00,0.00,226.00,54.00,62.00,32.00,0.00,1.00,0.00,23.00,4.00,0.00,78.00,97.00,5.00,0.00,0.00,0.00,0.00
91930  Ala-Temmes (Liminka),50.00,24.00,1.00,1.00,0.00,0.00,7.00,1.00,1.00,3.00,1.00,0.00,0.00,1.00,0.00,0.00,0.00,10.00,0.00,0.00,0.00,0.00,0.00
91950  Temmes (Tyrnävä),92.00,11.00,0.00,0.00,0.00,0.00,12.00,7.00,29.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,9.00,21.00,2.00,1.00,0.00,0.00,0.00
91980  Lumijoki (Lumijoki),396.00,76.00,7.00,3.00,0.00,0.00,71.00,11.00,42.00,3.00,0.00,1.00,0.00,10.00,14.00,26.00,43.00,72.00,11.00,6.00,0.00,0.00,0.00
