Postal code area,"Workplaces, total (TP)","A Agriculture, forestry and fishing (TP)",B Mining and quarrying (TP),C Manufacturing (TP),"D Electricity, gas, steam and air conditioning supply (TP)","E Water supply; sewerage, waste management and remediation activities (TP)",F Construction (TP),G Wholesale and retail trade; repair of motor vehicles and motorcycles (TP),H Transportation and storage (TP),I Accommodation and food service activities (TP),J Information and communication (TP),K Financial and insurance activities (TP),L Real estate activities (TP),"M Professional, scientific and technical activities (TP)",N Administrative and support service activities (TP),O Public administration and defence; compulsory social security (TP),P Education (TP),Q Human health and social work activities (TP),"R Arts, entertainment and recreation (TP)",S Other service activities (TP),T Activities of households as employers; undifferentiated goods- and services-producing activities of households for own use (TP),U Activities of extraterritorial organisations and bodies (TP),X Industry unknown (TP)
00270  Pohjois-Meilahti (Helsinki),2054,2,0,4,0,0,11,138,14,95,258,3,50,380,102,0,207,666,40,84,0,0,0
00280  Ruskeasuo (Helsinki),4972,3,0,86,0,0,1903,397,649,64,109,37,148,308,89,163,354,510,42,110,0,0,0
00290  Meilahden sairaala-alue (Helsinki),10191,0,0,1,0,0,306,149,0,135,25,2,0,298,649,218,1042,7268,73,25,0,0,0
00300  Pikku Huopalahti (Helsinki),2797,0,0,23,0,0,52,124,57,39,10,4,281,844,53,0,258,979,16,57,0,0,0
00310  Kivihaka (Helsinki),495,0,0,6,0,0,3,5,1,6,1,0,10,16,1,0,0,445,0,1,0,0,0
00320  Etelä-Haaga (Helsinki),1947,1,0,15,0,3,246,263,9,113,68,1,50,104,47,49,393,492,24,69,0,0,0
00330  Munkkiniemi (Helsinki),2676,6,0,8,0,0,68,288,31,171,856,31,41,292,59,19,250,397,41,118,0,0,0
00340  Kuusisaari - Lehtisaari (Helsinki),334,5,0,2,0,0,30,10,14,9,68,7,15,42,1,0,2,109,14,3,0,3,0
00350  Munkkivuori - Niemenmäki (Helsinki),2036,3,0,9,0,9,89,610,41,77,337,30,71,54,74,0,181,350,46,55,0,0,0
00360  Pajamäki (Helsinki),77,0,0,0,0,0,7,17,5,3,4,1,13,21,0,0,1,0,5,0,0,0,0
00370  Reimarla (Helsinki),4157,1,0,1171,0,0,424,664,164,160,467,119,2,196,190,0,71,403,76,49,0,0,0
00380  Pitäjänmäen yritysalue (Helsinki),15171,3,0,3647,0,3,210,2360,69,261,3920,339,248,868,683,914,518,694,181,253,0,0,0
00390  Konala (Helsinki),4776,0,0,277,0,1,629,1859,977,75,326,12,29,221,92,1,31,111,64,71,0,0,0
00400  Pohjois-Haaga (Helsinki),2031,2,0,11,6,7,103,150,115,58,198,8,58,191,45,0,359,512,63,145,0,0,0
00410  Malminkartano (Helsinki),1387,1,0,81,0,0,248,167,41,30,17,3,48,123,68,0,279,229,16,36,0,0,0
00420  Kannelmäki (Helsinki),2763,1,0,154,0,0,118,643,53,315,45,40,24,135,46,0,154,781,63,191,0,0,0
00430  Maununneva - Kuninkaantammi (Helsinki),755,1,2,167,0,0,80,53,88,14,22,0,3,86,10,0,96,110,17,6,0,0,0
00440  Lassila (Helsinki),6899,0,0,140,0,87,1233,286,7,60,1268,802,57,362,1366,4,58,1117,20,32,0,0,0
00500  Sörnäinen - Harju (Helsinki),8467,1,0,64,4,0,135,570,268,580,562,2747,40,330,346,918,158,893,209,641,0,0,1
00510  Alppila - Vallila (Helsinki),13824,1,0,1065,0,0,329,1941,191,413,2120,3875,149,1249,383,262,692,580,310,262,2,0,0
00520  Itä- ja Keski-Pasila (Helsinki),14155,5,0,178,0,296,673,295,369,402,1823,77,269,1484,2027,3375,746,652,297,1187,0,0,0
00530  Kallio (Helsinki),14303,4,0,451,0,0,93,690,213,747,856,208,352,1079,252,4068,950,2243,504,1593,0,0,0
00540  Kalasatama - Sompasaari (Helsinki),316,0,0,13,6,2,2,27,2,18,27,1,6,61,9,0,0,40,77,25,0,0,0
00550  Vallila - Hermanni (Helsinki),2815,0,0,59,0,20,86,394,608,121,30,5,26,114,168,0,532,360,160,132,0,0,0
00560  Toukola - Kumpula - Vanhakaupunki (Helsinki),5744,4,0,474,37,0,433,462,165,185,298,54,10,1083,164,6,1891,234,103,141,0,0,0
00570  Kulosaari (Helsinki),964,6,0,5,0,0,4,61,38,93,303,8,5,34,10,0,156,109,109,14,0,9,0
00580  Kalasatama - Kyläsaari (Helsinki),7039,0,0,278,199,0,284,1296,197,151,786,228,95,534,425,1591,8,554,45,368,0,0,0
00590  Kruunuvuorenranta (Helsinki),24,0,0,0,0,0,2,0,1,0,0,3,2,14,0,0,0,0,0,2,0,0,0
00600  Koskela (Helsinki),1478,0,0,2,0,0,14,62,48,116,8,0,62,29,179,40,74,823,12,9,0,0,0
00610  Käpylä (Helsinki),3248,1,0,143,0,0,111,144,124,114,95,13,123,375,125,221,313,1232,74,40,0,0,0
00620  Metsälä - Etelä-Oulunkylä (Helsinki),6246,1,0,282,263,0,2142,566,231,106,899,0,42,207,573,17,78,721,14,104,0,0,0
00630  Maunula (Helsinki),1455,0,0,10,0,2,110,77,27,49,5,1,2,30,113,0,142,645,213,29,0,0,0
00640  Oulunkylä - Patola (Helsinki),1925,6,0,50,67,0,55,294,175,48,27,32,50,85,63,0,182,649,45,97,0,0,0
00650  Veräjämäki (Helsinki),541,0,0,1,0,89,60,28,8,10,17,62,3,40,42,0,3,138,27,13,0,0,0
00660  Länsi-Pakila (Helsinki),1259,7,0,16,0,0,130,178,68,29,14,25,52,87,15,0,84,495,18,41,0,0,0
00670  Paloheinä (Helsinki),542,2,0,3,0,0,20,37,64,23,9,2,7,45,6,0,42,204,67,11,0,0,0
00680  Itä-Pakila (Helsinki),1107,4,0,30,75,0,301,64,44,92,16,5,3,42,10,0,135,231,21,34,0,0,0
00690  Torpparinmäki (Helsinki),338,3,0,21,0,0,7,73,15,35,3,1,5,18,39,0,56,56,2,3,1,0,0
00700  Malmi (Helsinki),10020,12,0,324,0,1,896,1658,395,230,170,301,108,1106,687,451,747,2243,205,486,0,0,0
00710  Pihlajamäki - Viikinmäki (Helsinki),1459,1,0,77,0,75,122,229,63,124,112,11,14,110,28,0,151,290,23,29,0,0,0
00720  Pukinmäki (Helsinki),1816,1,0,34,0,0,216,234,196,48,31,19,19,127,300,0,151,387,6,47,0,0,0
00730  Tapanila (Helsinki),1232,24,0,33,0,0,147,169,81,70,24,3,11,73,118,0,154,201,79,45,0,0,0
00740  Siltamäki (Helsinki),1106,5,0,42,0,0,98,237,71,22,18,1,14,54,36,0,119,335,36,18,0,0,0
00750  Tapulikaupunki (Helsinki),2093,2,0,119,0,0,377,520,110,117,27,4,10,81,186,0,42,442,32,24,0,0,0
00760  Puistola - Heikinlaakso (Helsinki),1295,0,0,177,0,0,402,168,178,17,14,3,3,41,58,0,143,60,18,13,0,0,0
00770  Jakomäki - Alppikylä (Helsinki),1759,0,0,128,3,84,473,257,340,38,1,2,2,51,38,0,47,277,8,10,0,0,0
00780  Tapaninvainio (Helsinki),651,1,0,1,0,0,52,69,73,31,8,3,20,39,11,0,16,291,7,29,0,0,0
00790  Viikki (Helsinki),4328,17,0,17,0,0,117,269,17,97,42,1,21,824,30,584,1874,352,41,25,0,0,0
00800  Länsi-Herttoniemi (Helsinki),1157,0,0,2,0,0,24,44,47,31,43,0,6,79,49,0,123,614,20,75,0,0,0
00810  Herttoniemenranta (Helsinki),2760,2,0,61,0,0,250,437,87,164,199,56,191,156,515,0,129,378,66,69,0,0,0
00820  Roihuvuori (Helsinki),992,0,0,2,0,0,36,41,23,74,6,0,22,26,2,0,365,332,14,49,0,0,0
00830  Tammisalo (Helsinki),141,0,0,0,0,0,10,13,10,7,4,3,6,20,10,0,3,50,2,3,0,0,0
00840  Yliskylä (Helsinki),790,3,0,18,0,0,42,117,34,28,12,4,22,55,5,0,108,288,43,11,0,0,0
00850  Jollas (Helsinki),306,2,0,1,0,0,27,23,22,14,6,23,5,35,3,0,83,52,2,8,0,0,0
00860  Santahamina (Helsinki),752,0,0,15,0,0,0,0,0,59,0,0,80,0,0,584,9,0,0,5,0,0,0
00870  Gunillanmäki - Hevossalmi (Helsinki),308,0,0,4,0,0,32,11,16,17,7,1,3,15,5,0,14,181,0,2,0,0,0
00880  Keski-Herttoniemi - Roihupelto (Helsinki),7505,3,0,1514,1,2,695,2308,751,187,118,323,57,727,392,71,133,59,94,70,0,0,0
00890  Östersundom (Helsinki),391,1,0,14,0,0,39,84,23,12,10,1,6,18,26,0,70,68,6,13,0,0,0
00900  Puotinharju (Helsinki),1024,0,0,7,0,0,13,330,13,42,8,2,0,24,14,0,228,138,130,75,0,0,0
00910  Puotila (Helsinki),682,4,0,11,0,0,32,46,26,57,7,1,48,23,20,0,73,290,35,9,0,0,0
00920  Myllypuro (Helsinki),1653,2,0,3,1,0,80,103,105,89,6,0,9,31,109,0,93,803,193,26,0,0,0
00930  Itäkeskus - Marjaniemi (Helsinki),4565,1,0,23,0,0,70,1532,524,306,29,175,69,138,447,25,9,986,105,126,0,0,0
00940  Kontula - Vesala - Kivikko (Helsinki),3271,1,0,166,0,24,275,480,205,201,12,14,16,53,231,0,314,1009,118,152,0,0,0
00950  Vartioharju (Helsinki),1049,2,0,52,0,10,168,195,108,23,36,6,12,52,36,72,51,190,7,29,0,0,0
00960  Pohjois-Vuosaari (Helsinki),427,7,0,11,0,0,47,31,79,29,7,0,7,21,11,0,19,145,4,9,0,0,0
00970  Mellunmäki (Helsinki),659,2,0,4,0,0,81,81,42,35,21,2,3,26,23,0,79,195,12,53,0,0,0
00980  Etelä-Vuosaari (Helsinki),4790,5,0,795,51,0,173,421,1459,224,23,19,63,123,91,76,338,634,151,144,0,0,0
00990  Aurinkolahti (Helsinki),960,0,0,4,0,0,79,71,99,88,20,1,7,57,21,23,77,366,25,22,0,0,0
01120  Västerskog (Sipoo),251,8,0,9,0,0,82,45,9,9,6,1,1,13,14,0,12,32,5,5,0,0,0
01150  Söderkulla (Sipoo),1430,25,0,445,0,0,130,181,81,47,6,22,19,90,37,11,88,202,14,32,0,0,0
01180  Kalkkiranta (Sipoo),43,9,8,2,0,0,7,1,1,0,0,0,0,4,1,0,7,2,0,1,0,0,0
01190  Box (Sipoo),122,12,0,1,0,0,18,17,33,4,0,0,0,9,8,0,6,5,7,2,0,0,0
01200  Hakunila (Vantaa),2522,5,0,36,0,109,123,909,462,50,5,0,12,65,117,19,180,284,61,85,0,0,0
01230  Vaarala (Vantaa),1511,5,0,996,0,0,121,132,60,68,1,0,2,17,50,0,1,23,27,8,0,0,0
01260  Itä-Hakkila (Vantaa),2092,8,0,377,0,128,359,442,228,7,73,1,1,54,140,78,52,109,19,16,0,0,0
01280  Länsimäki (Vantaa),1335,0,0,689,0,3,121,62,36,34,8,0,4,20,36,0,100,174,21,27,0,0,0
01300  Tikkurila (Vantaa),12294,161,2,761,212,5,939,1214,513,407,117,323,214,886,533,1721,872,2169,415,830,0,0,0
01340  Leinelä (Vantaa),36,0,0,0,0,0,1,1,1,1,0,0,0,2,1,0,1,27,0,1,0,0,0
01350  Hiekkaharju (Vantaa),955,1,0,2,0,0,105,74,60,36,21,1,1,54,24,61,182,276,19,38,0,0,0
01360  Koivukylä-Havukoski (Vantaa),1530,14,0,30,0,0,106,149,123,31,10,0,10,26,107,20,169,651,48,36,0,0,0
01370  Jokiniemi (Vantaa),1705,4,0,17,0,0,33,40,20,17,133,0,0,279,28,628,281,130,44,51,0,0,0
01380  Kuusikko-Hakkila (Vantaa),4332,0,0,888,0,30,65,1262,1784,62,7,4,1,21,51,30,39,36,6,46,0,0,0
01390  Ruskeasanta-Ilola (Vantaa),1028,1,0,50,0,1,335,163,102,61,17,5,4,28,18,0,30,162,24,27,0,0,0
01400  Rekola (Vantaa),2635,1,0,17,0,0,247,263,59,67,2,0,7,29,226,0,112,1546,11,48,0,0,0
01420  Päiväkumpu (Vantaa),253,4,0,3,0,0,65,19,15,4,9,3,0,21,11,0,22,69,1,7,0,0,0
01450  Korso (Vantaa),2845,6,0,60,0,26,495,563,219,85,12,69,30,95,131,64,255,553,56,126,0,0,0
01480  Mikkola (Vantaa),735,0,0,51,0,0,203,126,56,10,2,2,2,10,25,2,121,104,3,18,0,0,0
01490  Nikinmäki (Vantaa),452,1,0,7,0,7,149,46,117,5,2,2,7,24,22,0,2,51,1,9,0,0,0
01510  Kirkonkylä-Veromäki (Vantaa),17799,15,57,2708,56,345,1317,6966,746,1013,611,187,63,1131,1545,42,117,338,97,445,0,0,0
01520  Tammisto (Vantaa),875,1,0,238,0,1,66,78,89,27,19,2,3,26,37,0,124,139,14,11,0,0,0
01530  Veromiehenkylä (Vantaa),15935,0,1,1118,11,25,418,1480,9513,990,186,47,62,163,1128,518,148,107,15,5,0,0,0
01600  Myyrmäki (Vantaa),5004,2,0,66,0,0,511,517,107,141,68,103,55,469,186,755,488,1167,204,165,0,0,0
01610  Kaivoksela (Vantaa),2846,0,0,31,0,0,1113,1154,53,56,30,7,22,95,108,0,48,102,2,25,0,0,0
01620  Martinlaakso (Vantaa),4730,2,0,1830,60,0,202,500,86,100,76,29,13,1011,155,34,232,322,36,42,0,0,0
01630  Hämeenkylä (Vantaa),338,1,0,1,0,0,14,77,93,69,5,0,3,3,6,0,10,24,1,31,0,0,0
01640  Hämevaara (Vantaa),1341,2,0,104,0,0,46,531,83,7,43,1,2,81,82,0,0,37,320,2,0,0,0
01650  Vapaala (Vantaa),1368,3,0,74,0,0,652,145,59,12,8,7,103,143,10,0,24,97,8,23,0,0,0
01660  Varisto (Vantaa),367,0,0,10,0,0,11,34,12,12,1,0,1,3,127,0,57,93,1,5,0,0,0
01670  Vantaanlaakso (Vantaa),1616,0,0,985,0,0,60,302,41,40,9,0,1,60,8,54,0,39,3,14,0,0,0
01680  Askisto (Vantaa),186,1,0,2,0,5,10,56,22,1,3,3,3,11,8,0,17,41,0,3,0,0,0
01690  Ylästö (Vantaa),441,2,0,5,0,0,54,33,67,29,5,1,1,60,28,0,49,85,7,15,0,0,0
01700  Kivistö (Vantaa),465,1,0,6,0,0,95,31,74,42,6,1,0,11,31,0,21,134,0,12,0,0,0
01710  Pähkinärinne (Vantaa),475,1,0,0,0,0,33,53,64,20,2,0,0,32,39,0,45,119,37,30,0,0,0
01720  Petikko (Vantaa),4035,0,0,592,0,0,916,1957,146,55,32,3,3,217,50,0,19,3,39,3,0,0,0
01730  Vantaanpuisto (Vantaa),1310,3,0,116,0,0,290,613,99,7,17,0,14,32,21,0,76,8,7,7,0,0,0
01740  Tuupakan teollisuusalue (Vantaa),4312,0,0,369,0,44,282,1661,1096,75,43,51,16,90,484,9,50,23,19,0,0,0,0
01750  Keimola (Vantaa),431,4,0,21,0,0,92,58,203,7,1,2,0,4,13,0,0,2,10,14,0,0,0
01760  Seutula (Vantaa),642,20,0,13,0,39,65,8,64,1,2,0,8,8,11,0,13,358,17,15,0,0,0
01770  Martinlaakson teollisuusalue (Vantaa),464,0,0,177,0,0,0,3,0,8,221,0,0,0,0,0,0,55,0,0,0,0,0
01800  Klaukkala Keskus (Nurmijärvi),2305,9,0,347,0,5,224,558,140,48,35,54,30,121,61,0,258,282,56,77,0,0,0
01810  Luhtajoki (Nurmijärvi),135,3,0,30,0,0,25,9,41,0,0,4,0,1,1,2,15,2,1,1,0,0,0
01820  Haikala (Nurmijärvi),292,1,0,6,0,0,55,20,21,0,2,0,0,22,5,0,66,70,23,1,0,0,0
01830  Lepsämä (Nurmijärvi),334,25,0,26,0,0,110,24,42,1,3,1,2,13,7,0,23,53,1,3,0,0,0
01840  Klaukkala (Nurmijärvi),432,5,0,20,0,10,69,58,26,6,10,0,10,26,7,0,44,124,7,10,0,0,0
01860  Perttula (Nurmijärvi),320,47,0,13,0,0,58,20,33,7,3,0,1,14,28,3,69,22,2,0,0,0,0
01900  Nurmijärvi Keskus (Nurmijärvi),4101,37,2,275,39,39,542,657,399,154,21,27,14,149,190,218,234,923,72,109,0,0,0
01940  Palojoki (Nurmijärvi),86,6,0,4,0,0,9,6,13,2,0,0,0,5,5,0,11,22,2,1,0,0,0
02100  Tapiola (Espoo),5486,3,0,414,0,0,52,736,46,203,333,1118,77,563,87,159,383,750,365,197,0,0,0
02110  Otsolahti (Espoo),308,1,0,23,0,0,6,45,22,47,46,0,10,67,4,0,0,26,6,5,0,0,0
02120  Länsikorkee-Suvikumpu (Espoo),168,5,0,1,0,0,1,22,6,6,17,0,0,33,5,0,28,31,7,6,0,0,0
02130  Pohjois-Tapiola (Espoo),3657,1,0,135,0,5,91,617,13,89,1257,8,54,489,378,0,266,211,22,20,0,0,1
02140  Laajalahti (Espoo),344,0,0,2,0,0,34,19,13,7,8,4,6,50,2,0,29,156,8,6,0,0,0
02150  Otaniemi (Espoo),15243,2,7,1799,854,0,362,1484,8,245,2837,74,89,3022,382,76,3665,129,124,84,0,0,0
02160  Westend (Espoo),778,15,3,18,0,0,56,30,18,6,52,24,9,319,40,0,34,135,8,10,0,0,1
02170  Haukilahti (Espoo),1088,2,10,70,0,0,106,149,19,101,76,43,26,103,95,0,72,135,64,17,0,0,0
02180  Mankkaa (Espoo),1687,1,0,80,0,2,38,308,679,29,39,10,6,118,29,0,122,163,42,21,0,0,0
02200  Niittykumpu (Espoo),8154,1,1,1938,192,20,192,2336,138,219,557,618,53,712,441,38,92,293,234,79,0,0,0
02210  Olari (Espoo),1832,8,0,28,0,0,64,258,30,83,63,4,20,254,171,0,229,488,77,55,0,0,0
02230  Matinkylä (Espoo),4351,4,0,738,0,0,70,934,122,237,62,130,87,334,185,31,308,870,159,80,0,0,0
02240  Friisilä (Espoo),1302,2,0,89,0,0,103,457,24,47,76,1,6,208,60,0,69,146,2,12,0,0,0
02250  Henttaa (Espoo),191,0,0,2,0,0,31,29,9,8,8,0,0,31,7,0,2,51,9,4,0,0,0
02260  Kaitaa (Espoo),334,4,0,0,0,0,27,14,20,8,7,4,0,25,5,0,91,124,1,4,0,0,0
02270  Finnoo-Eestinmalmi (Espoo),3214,1,0,282,84,55,88,1386,357,40,158,18,37,212,172,0,80,195,6,43,0,0,0
02280  Malminmäki-Eestinlaakso (Espoo),308,1,0,1,0,0,22,64,14,17,6,0,1,41,27,0,45,52,10,7,0,0,0
02290  Puolarmetsän sairaala (Espoo),371,0,0,0,0,0,0,0,0,21,0,0,0,0,4,0,0,343,0,3,0,0,0
02300  Nöykkiönpuro (Espoo),296,1,0,1,0,0,39,51,33,27,6,2,2,34,10,0,46,21,17,6,0,0,0
02320  Espoonlahti (Espoo),2224,3,0,12,0,0,124,368,77,108,29,34,76,120,97,1,108,803,113,151,0,0,0
02330  Saunalahti-Kattilalaakso (Espoo),1804,2,0,185,0,0,141,466,15,52,84,1,11,153,127,0,186,337,27,17,0,0,0
02340  Latokaski (Espoo),340,0,0,6,0,0,9,38,21,12,19,2,0,35,12,0,65,101,8,12,0,0,0
02360  Soukka (Espoo),1193,1,0,14,0,0,94,105,30,35,10,12,18,53,115,44,242,250,106,64,0,0,0
02380  Suvisaaristo (Espoo),87,0,0,1,0,0,3,38,11,1,0,3,3,5,3,0,0,9,3,7,0,0,0
02390  Sarvvik (Kirkkonummi),53,12,0,0,0,0,12,2,1,5,2,0,1,5,0,0,1,0,12,0,0,0,0
02400  Kirkkonummi Keskus (Kirkkonummi),3587,9,0,80,0,15,226,520,112,160,29,85,47,212,197,227,450,1013,79,126,0,0,0
02410  Gesterby (Kirkkonummi),74,0,0,0,0,0,18,8,3,3,0,0,0,1,2,0,0,29,8,2,0,0,0
02420  Jorvas (Kirkkonummi),1480,9,0,54,0,0,65,424,21,62,42,3,0,574,145,0,6,52,15,8,0,0,0
02430  Masala (Kirkkonummi),832,2,0,99,0,0,27,213,27,16,9,1,10,113,14,0,94,158,24,25,0,0,0
02440  Luoma (Kirkkonummi),80,3,0,1,0,0,5,10,4,33,0,0,7,6,3,0,0,0,5,3,0,0,0
02450  Sundsberg (Kirkkonummi),118,0,0,0,0,0,4,3,4,10,3,2,0,11,3,0,26,49,3,0,0,0,0
02460  Kantvik (Kirkkonummi),491,0,0,309,0,0,4,23,65,11,5,0,3,4,5,0,26,29,0,7,0,0,0
02470  Upinniemi (Kirkkonummi),652,0,0,19,0,0,0,0,1,21,0,0,18,1,0,568,9,0,0,15,0,0,0
02480  Porkkala (Kirkkonummi),558,30,0,118,0,1,108,27,41,17,6,3,1,28,19,46,9,50,32,22,0,0,0
02490  Pikkala (Siuntio),313,1,0,291,0,0,4,10,0,4,1,0,0,0,1,0,0,0,0,1,0,0,0
02510  Oitmäki (Kirkkonummi),58,4,0,2,0,0,17,3,9,0,0,0,1,6,1,0,10,2,3,0,0,0,0
02520  Lapinkylä (Kirkkonummi),120,7,0,1,0,0,17,15,59,0,2,0,0,2,6,0,1,0,5,5,0,0,0
02540  Kylmälä (Kirkkonummi),126,14,0,17,1,0,25,6,8,0,0,0,0,30,5,0,6,0,14,0,0,0,0
02550  Evitskog (Kirkkonummi),142,10,0,2,0,4,28,11,26,0,1,0,0,15,7,0,0,24,13,1,0,0,0
02570  Siuntio Kirkonkylä (Siuntio),295,35,0,6,0,0,25,21,27,30,3,0,1,7,7,0,23,75,7,28,0,0,0
02580  Siuntio Asemanseutu (Siuntio),766,33,0,18,0,2,85,98,47,25,3,9,8,42,51,36,73,189,42,5,0,0,0
02590  Lappers (Siuntio),47,7,0,0,0,0,4,7,2,0,0,0,1,0,2,0,0,22,1,1,0,0,0
02600  Etelä-Leppävaara (Espoo),12485,2,0,583,256,0,934,2918,63,348,2501,544,121,2372,278,42,316,776,243,188,0,0,0
02610  Kilo (Espoo),5382,1,0,3796,0,2,101,349,413,67,77,1,4,51,38,0,174,277,4,27,0,0,0
02620  Karakallio (Espoo),799,3,0,25,0,0,86,107,37,27,20,4,44,32,21,0,119,226,26,22,0,0,0
02630  Nihtisilta (Espoo),6088,3,0,459,0,0,222,979,768,125,1474,64,111,561,295,551,107,216,117,36,0,0,0
02650  Pohjois-Leppävaara (Espoo),3579,1,0,49,0,16,56,212,33,205,298,6,29,181,127,84,859,612,707,104,0,0,0
02660  Lintuvaara (Espoo),588,2,0,3,0,0,77,48,41,20,11,9,4,34,37,0,118,173,6,5,0,0,0
02680  Uusmäki (Espoo),85,0,0,9,0,0,13,10,5,6,2,0,1,14,2,0,0,17,2,4,0,0,0
02700  Kauniainen (Kauniainen),2094,7,0,20,0,0,38,140,17,66,27,37,21,127,60,88,407,801,90,148,0,0,0
02710  Viherlaakso (Espoo),1205,6,0,37,0,0,90,162,85,23,29,1,6,64,33,0,118,513,10,28,0,0,0
02720  Lähderanta (Espoo),398,1,0,0,0,0,19,66,8,13,2,1,6,19,10,0,18,145,70,20,0,0,0
02730  Jupperi (Espoo),309,3,0,2,1,0,33,38,15,6,12,1,4,38,37,0,44,61,9,5,0,0,0
02740  Bemböle-Pakankylä (Espoo),3253,4,0,1,0,1,138,751,23,110,4,0,8,41,265,0,23,1829,21,34,0,0,0
02750  Sepänkylä-Kuurinniitty (Espoo),543,3,0,1,0,0,86,29,61,43,12,1,4,45,18,41,74,93,26,6,0,0,0
02760  Tuomarila-Suvela (Espoo),1121,8,0,7,0,0,69,99,34,81,23,2,2,59,89,6,178,369,28,67,0,0,0
02770  Espoon Keskus (Espoo),6678,1,2,35,0,24,395,1028,86,210,30,33,18,574,367,1193,905,1295,129,353,0,0,0
02780  Kauklahti (Espoo),2075,11,0,443,0,36,163,382,151,72,37,1,28,65,140,0,163,295,36,52,0,0,0
02810  Gumböle-Karhusuo (Espoo),250,0,0,16,0,0,66,23,50,1,3,0,2,5,24,0,21,21,12,6,0,0,0
02820  Nupuri-Nuuksio (Espoo),341,1,1,4,0,35,56,14,39,25,1,1,6,13,42,0,44,24,28,7,0,0,0
02860  Siikajärvi (Espoo),94,0,0,0,0,0,29,2,8,19,1,1,0,7,1,0,0,20,5,1,0,0,0
02880  Veikkola (Kirkkonummi),882,5,0,134,0,0,125,130,48,12,9,1,6,55,25,0,100,174,32,26,0,0,0
02920  Niipperi (Espoo),3524,6,0,677,0,167,698,1329,192,51,18,1,5,71,72,0,81,114,8,34,0,0,0
02940  Lippajärvi-Järvenperä (Espoo),1446,29,0,39,0,0,145,96,81,41,18,1,12,92,56,0,152,603,48,33,0,0,0
02970  Kalajärvi (Espoo),610,3,0,14,0,0,126,86,53,48,6,1,10,18,46,0,66,88,32,13,0,0,0
02980  Lakisto (Espoo),767,0,0,0,0,0,13,0,4,11,0,0,1,0,1,0,0,720,6,11,0,0,0
03100  Nummela (Vihti),4870,36,0,827,0,26,474,734,205,198,50,62,59,259,157,152,450,952,98,131,0,0,0
03150  Huhmari (Vihti),143,0,0,26,0,0,30,5,19,0,18,1,1,3,1,0,24,12,1,2,0,0,0
