Postal code area,"Workplaces, total (TP)","A Agriculture, forestry and fishing (TP)",B Mining and quarrying (TP),C Manufacturing (TP),"D Electricity, gas, steam and air conditioning supply (TP)","E Water supply; sewerage, waste management and remediation activities (TP)",F Construction (TP),G Wholesale and retail trade; repair of motor vehicles and motorcycles (TP),H Transportation and storage (TP),I Accommodation and food service activities (TP),J Information and communication (TP),K Financial and insurance activities (TP),L Real estate activities (TP),"M Professional, scientific and technical activities (TP)",N Administrative and support service activities (TP),O Public administration and defence; compulsory social security (TP),P Education (TP),Q Human health and social work activities (TP),"R Arts, entertainment and recreation (TP)",S Other service activities (TP),T Activities of households as employers; undifferentiated goods- and services-producing activities of households for own use (TP),U Activities of extraterritorial organisations and bodies (TP),X Industry unknown (TP)
46900  Inkeroinen (Kouvola),1171,12,22,703,1,0,32,115,31,9,6,10,1,2,10,7,81,87,7,35,0,0,0
46910  Anjala (Kouvola),230,24,0,36,0,1,29,21,8,9,0,0,3,2,0,0,35,26,1,35,0,0,0
46930  Huruksela (Kotka),30,10,0,2,0,0,3,2,0,3,0,0,0,1,0,0,0,9,0,0,0,0,0
46950  Ahvio (Kouvola),10,7,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
46960  Muhniemi (Kouvola),43,29,0,3,0,0,7,0,2,0,0,0,0,0,0,0,0,0,0,2,0,0,0
47110  Löytty (Kouvola),8,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...
47150  Raussila (Kouvola),39,24,0,4,0,0,0,0,0,0,0,1,0,0,0,0,0,10,0,0,0,0,0
47200  Elimäki kk (Kouvola),636,98,0,18,49,0,108,35,24,24,1,17,0,6,10,8,64,147,4,23,0,0,0
47260  Ratula (Kouvola),21,16,0,0,0,0,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
47310  Haapa-Kimola (Iitti),46,28,0,3,0,0,6,0,3,1,0,0,0,1,0,0,4,0,0,0,0,0,0
47350  Kimonkylä (Lapinjärvi),18,11,0,0,0,0,2,2,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0
47400  Kausala (Iitti),1589,49,0,473,7,1,124,95,112,78,9,9,8,49,56,43,85,342,11,38,0,0,0
47440  Sääskjärvi (Iitti),22,11,0,2,0,0,4,2,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0
47450  Perheniemi (Iitti),56,21,0,14,0,0,2,1,0,0,0,0,0,1,1,0,15,0,0,1,0,0,0
47460  Hiisiö (Iitti),15,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0
47490  Mankala-Hiisiö (Iitti),74,23,0,0,1,0,15,1,1,0,0,0,0,0,1,0,0,31,0,1,0,0,0
47520  Iitti kk (Iitti),10,2,0,0,0,0,1,2,0,0,0,0,1,1,2,0,0,1,0,0,0,0,0
47540  Löyttilä (Iitti),31,26,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0
47610  Kymentaka (Iitti),21,14,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
47650  Kimola (Kouvola),38,23,1,1,0,1,3,3,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0
47710  Jaala kk (Kouvola),231,43,0,2,0,1,49,17,14,1,3,0,2,9,3,1,13,59,1,13,0,0,0
47760  Huhdasjärvi (Kouvola),20,13,0,2,0,0,4,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
47810  Selänpää (Kouvola),64,28,0,0,0,0,6,0,5,0,0,0,0,3,0,0,0,22,0,0,0,0,0
47830  Hasula (Kouvola),42,14,0,0,0,0,0,0,3,0,0,0,0,0,0,0,25,0,0,0,0,0,0
47850  Verla (Kouvola),6,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...
47900  Vuohijärvi (Kouvola),140,1,0,120,0,0,1,5,5,0,0,0,0,0,0,0,0,0,8,0,0,0,0
47910  Hillosensalmi (Kouvola),8,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...
48100  Kotkansaari (Kotka),6177,12,0,715,21,3,62,512,888,355,228,144,72,358,562,439,393,947,251,215,0,0,0
48130  Katariina (Kotka),142,1,0,32,0,0,2,2,5,0,0,0,0,2,0,0,76,19,3,0,0,0,0
48200  Hovinsaari (Kotka),792,0,0,149,0,24,49,38,111,12,0,1,0,0,343,31,10,22,0,2,0,0,0
48210  Toukolan Sairaala-Alue (Kotka),1554,1,0,148,49,0,1,4,4,10,0,0,0,0,131,0,0,1203,3,0,0,0,0
48220  Metsola (Kotka),1135,0,0,62,0,13,133,60,35,110,1,0,1,17,0,223,254,211,0,15,0,0,0
48230  Korela-Jylppy (Kotka),768,1,0,97,0,0,104,167,132,21,52,0,13,4,27,0,35,85,4,26,0,0,0
48300  Ruonala (Kotka),139,0,0,8,0,0,12,22,3,4,0,0,0,0,23,0,20,26,14,7,0,0,0
48310  Mussalo (Kotka),1130,1,0,59,2,25,32,38,424,29,5,3,0,218,21,105,58,94,9,7,0,0,0
48350  Karhuvuori (Kotka),321,0,0,0,0,0,9,30,6,15,1,1,1,0,3,24,40,188,3,0,0,0,0
48400  Sutela (Kotka),868,10,0,227,0,6,68,288,62,29,3,0,3,25,3,0,17,94,13,20,0,0,0
48410  Kaukola (Kotka),166,14,0,3,1,3,26,5,12,3,0,0,2,3,32,4,17,39,0,2,0,0,0
48600  Karhula (Kotka),4710,43,0,1029,7,65,277,733,339,120,16,24,41,318,156,101,209,1041,43,148,0,0,0
48700  Kyminlinna (Kotka),92,1,0,0,0,0,7,19,11,2,0,0,0,3,0,0,0,44,3,2,0,0,0
48710  Koivula (Kotka),67,7,0,0,0,6,7,6,4,0,1,0,0,4,0,0,0,24,2,6,0,0,0
48720  Kymi (Kotka),335,8,0,154,0,17,35,20,30,15,2,0,1,8,7,0,17,17,0,4,0,0,0
48750  Nikeli (Kotka),9,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...
48770  Ristinkallio (Kotka),608,1,0,124,17,0,102,195,74,8,0,2,2,15,18,0,19,23,7,1,0,0,0
48800  Otsola-Mäntykangas (Kotka),118,0,0,1,0,0,16,5,30,3,0,0,0,2,3,0,0,55,1,2,0,0,0
48810  Rantahaka (Kotka),236,14,0,112,0,0,0,35,8,37,0,0,0,4,2,0,1,11,1,11,0,0,0
48900  Sunila (Kotka),382,0,0,283,0,0,27,24,7,3,0,0,0,4,1,1,14,14,0,4,0,0,0
48910  Suulisniemi (Kotka),102,0,0,0,0,0,13,12,9,1,6,0,1,5,2,0,0,46,1,6,0,0,0
48930  Tiutinen (Kotka),19,0,0,1,0,1,2,4,5,1,0,0,0,0,0,0,4,0,1,0,0,0,0
49200  Heinlahti (Pyhtää),63,6,0,11,0,0,22,1,13,0,0,0,0,2,2,0,1,3,1,1,0,0,0
49210  Huutjärvi (Pyhtää),153,0,0,2,0,0,9,3,3,13,0,0,1,3,2,1,54,54,5,3,0,0,0
49220  Siltakylä (Pyhtää),449,19,0,90,0,3,65,41,12,11,2,17,2,24,15,30,0,92,7,19,0,0,0
49240  Purolanlahti (Pyhtää),20,5,3,0,0,0,2,0,0,4,0,0,0,0,1,0,5,0,0,0,0,0,0
49270  Pyhtää kk (Pyhtää),110,12,0,0,0,0,12,11,0,27,0,0,1,6,25,1,7,6,1,1,0,0,0
49290  Vastila (Pyhtää),67,25,0,1,0,0,4,2,24,0,0,0,0,1,2,0,5,2,0,1,0,0,0
49300  Tavastila (Kotka),50,4,0,1,0,0,24,0,0,0,0,0,0,0,1,0,10,10,0,0,0,0,0
49340  Juurikorpi (Kotka),6,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...
49400  Hamina Keskus (Hamina),3669,65,0,75,46,33,189,443,129,179,14,63,52,134,172,532,192,1079,77,195,0,0,0
49410  Poitsila (Hamina),214,3,0,0,0,0,21,33,54,4,0,3,0,2,4,0,45,36,2,7,0,0,0
49420  Uusi-Summa (Hamina),336,3,0,25,0,3,32,35,92,0,66,0,2,18,9,0,9,38,0,4,0,0,0
49460  Hillo (Hamina),1082,1,0,461,0,5,98,38,304,21,7,0,7,29,23,44,15,13,1,15,0,0,0
49480  Vanha-Summa (Hamina),61,4,0,0,0,0,37,7,6,0,2,0,0,4,0,0,0,0,0,1,0,0,0
49490  Neuvoton (Hamina),278,5,7,66,0,0,82,41,2,0,0,0,0,11,0,0,7,52,1,4,0,0,0
49510  Husula (Hamina),97,25,0,3,0,0,5,11,1,5,0,0,1,1,0,0,15,27,1,2,0,0,0
49520  Reitkalli (Hamina),49,8,0,0,0,9,8,2,4,7,0,0,0,1,2,0,0,3,4,1,0,0,0
49540  Metsäkylä (Hamina),42,11,0,15,0,0,3,4,1,2,0,0,0,1,0,0,3,1,0,1,0,0,0
49570  Kannusjärvi (Hamina),46,29,0,1,0,0,3,2,5,0,0,0,0,0,0,0,2,4,0,0,0,0,0
49610  Sivatti (Hamina),4,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...
49630  Vehkajoki (Hamina),98,3,0,9,0,0,0,3,0,1,0,0,0,0,0,0,0,82,0,0,0,0,0
49640  Paijärvi (Hamina),14,6,0,1,0,0,3,3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
49660  Pyhältö (Hamina),83,45,0,2,0,0,7,7,12,0,0,0,0,0,0,0,4,5,0,1,0,0,0
49700  Miehikkälä Kirkonkylä (Miehikkälä),284,37,0,2,0,0,8,15,1,9,0,7,0,2,0,23,16,144,0,20,0,0,0
49720  Hurttala (Miehikkälä),5,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...
49730  Muurikkala (Miehikkälä),47,20,0,6,0,0,1,1,10,1,0,0,0,0,0,0,2,6,0,0,0,0,0
49750  Kalliokoski (Miehikkälä),49,11,0,0,0,0,0,0,29,0,0,0,0,0,4,0,0,5,0,0,0,0,0
49760  Suur-Miehikkälä (Miehikkälä),34,8,0,1,0,0,6,0,10,0,0,0,0,1,2,0,5,0,0,1,0,0,0
49770  Salo-Miehikkälä (Miehikkälä),23,18,0,0,0,0,1,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0
49780  Onkamaa (Hamina),14,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
49840  Mäntlahti (Hamina),6,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...
49860  Klamila (Virolahti),77,22,0,0,0,0,19,9,4,2,1,0,0,1,0,0,7,10,1,1,0,0,0
49900  Virolahti Keskus (Virolahti),559,60,22,11,0,0,28,105,21,19,4,9,3,13,44,38,52,90,9,31,0,0,0
49930  Vaalimaa (Virolahti),453,10,0,0,0,0,7,53,12,17,0,0,0,8,0,346,0,0,0,0,0,0,0
49960  Ala-Pihlaja (Virolahti),27,20,0,3,0,0,0,0,2,0,0,0,0,1,0,0,0,1,0,0,0,0,0
49980  Ravijoki (Virolahti),93,11,0,3,0,0,9,0,0,4,0,0,0,0,0,0,65,1,0,0,0,0,0
50100  Mikkeli Keskus (Mikkeli),9646,76,1,731,164,34,243,1082,277,411,197,231,172,389,345,1113,1154,2223,378,408,17,0,0
50120  Siekkilä (Mikkeli),239,1,0,0,0,19,21,11,14,4,1,0,3,2,46,59,0,38,5,15,0,0,0
50130  Nuijamies (Mikkeli),2672,4,0,243,12,24,170,389,141,152,221,0,2,145,105,135,117,704,10,98,0,0,0
50150  Karkialampi (Mikkeli),1403,2,0,376,0,22,140,184,89,6,56,1,1,109,2,390,1,18,4,2,0,0,0
50160  Kattilansilta (Mikkeli),88,0,0,0,0,0,6,20,2,3,0,0,3,4,10,0,2,33,0,5,0,0,0
50170  Peitsari (Mikkeli),1093,14,0,159,0,1,161,208,113,17,4,3,10,29,20,1,108,189,24,32,0,0,0
50180  Visulahti (Mikkeli),188,11,0,5,0,0,16,13,1,17,0,2,0,3,0,0,16,96,6,2,0,0,0
50190  Tuppurala (Mikkeli),591,9,5,0,0,0,9,210,18,57,16,4,2,130,0,0,34,85,5,7,0,0,0
50200  Kovala (Mikkeli),56,11,0,3,0,0,14,4,7,0,0,2,0,0,5,0,6,3,1,0,0,0,0
50300  Rämälä (Mikkeli),54,15,0,2,0,1,2,3,2,0,0,0,0,3,0,0,7,15,4,0,0,0,0
50350  Norola (Mikkeli),67,2,0,4,0,0,10,27,2,8,0,0,1,1,0,0,0,12,0,0,0,0,0
50500  Tuukkala-Kaituenmäki (Mikkeli),167,5,0,0,0,0,8,13,15,14,0,0,4,1,3,0,14,90,0,0,0,0,0
50520  Moision Sairaala-alue (Mikkeli),289,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,287,0,0,0,0,0
50600  Karikko (Mikkeli),973,21,0,255,0,2,88,102,61,20,0,1,2,125,18,45,73,144,8,8,0,0,0
50670  Otava (Mikkeli),385,31,0,80,0,5,31,45,12,14,0,1,1,2,1,7,113,29,3,10,0,0,0
50700  Syysjärvi (Mikkeli),238,11,0,10,0,0,29,1,3,32,0,0,0,0,4,0,7,139,2,0,0,0,0
50770  Korpikoski (Mikkeli),49,7,0,1,0,0,10,4,9,0,0,0,0,0,0,0,0,17,0,1,0,0,0
50800  Annilanselkä (Mikkeli),118,11,0,6,0,5,17,5,12,0,0,0,0,3,1,0,36,17,1,4,0,0,0
50970  Ihastjärvi (Mikkeli),269,24,0,3,0,0,23,8,17,1,0,2,0,7,42,0,7,127,5,3,0,0,0
51130  Vanhamäki (Mikkeli),34,19,0,1,0,0,4,0,9,0,0,0,0,0,1,0,0,0,0,0,0,0,0
51200  Kangasniemi Keskus (Kangasniemi),1318,114,0,230,1,12,104,136,60,68,13,17,7,28,37,48,65,307,15,56,0,0,0
51260  Tahkomäki (Kangasniemi),18,9,0,0,0,0,3,0,2,0,0,0,0,0,0,0,4,0,0,0,0,0,0
51270  Kutemajärvi (Kangasniemi),31,18,0,0,0,0,2,3,4,0,0,0,1,0,1,0,0,0,1,1,0,0,0
51310  Levä (Kangasniemi),18,8,0,0,0,0,6,0,0,0,0,0,0,3,0,0,0,0,0,1,0,0,0
51335  Kaihlamäki (Kangasniemi),2,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...
51340  Hännilä-Särkiharju (Kangasniemi),40,18,0,9,0,0,9,0,0,0,0,0,0,1,0,0,3,0,0,0,0,0,0
51360  Koivula-Synsiö (Kangasniemi),14,11,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
51380  Synsiö (Kangasniemi),3,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...
51420  Harjumaa-Pajulankylä (Mikkeli),35,18,0,4,0,0,8,0,2,0,0,0,0,1,0,0,0,2,0,0,0,0,0
51430  Läsäkoski (Kangasniemi),20,7,0,6,0,0,6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
51440  Vuojalahti (Kangasniemi),66,33,0,4,0,0,20,0,0,0,0,0,0,0,1,0,3,5,0,0,0,0,0
51450  Pajulankylä (Mikkeli),13,6,0,0,0,0,1,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0
51460  Luusniemi (Kangasniemi),40,28,0,0,0,0,4,1,0,0,6,0,1,0,0,0,0,0,0,0,0,0,0
51520  Hiirola (Mikkeli),47,18,2,8,0,0,4,0,11,0,0,0,0,1,0,0,0,3,0,0,0,0,0
51540  Kalvitsa (Mikkeli),57,24,0,1,0,0,3,2,3,0,4,0,0,0,19,0,0,0,1,0,0,0,0
51600  Haukivuori Keskus-Piitkäaho (Mikkeli),340,86,3,26,0,1,25,29,22,8,0,6,1,4,4,6,23,82,4,10,0,0,0
51620  Pitkäaho (Mikkeli),3,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...
51670  Nykälä (Mikkeli),20,14,0,0,0,0,4,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
51720  Rahula (Mikkeli),55,17,0,2,0,0,8,0,4,3,0,2,0,1,2,0,7,7,2,0,0,0,0
51740  Huuhanaho (Mikkeli),27,8,0,0,0,0,2,6,7,0,0,0,1,1,2,0,0,0,0,0,0,0,0
51760  Nuutilanmäki (Juva),100,26,0,35,0,0,9,19,0,0,0,0,0,0,1,0,6,4,0,0,0,0,0
51780  Kuosmala (Juva),20,15,0,0,0,0,1,2,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0
51810  Maivala (Juva),50,41,0,1,1,0,4,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
51820  Hatsola (Juva),46,24,0,2,0,0,7,3,3,0,0,0,0,0,0,0,5,0,1,1,0,0,0
51850  Vuorenmaa (Juva),34,25,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,3,0,3,0,0,0
51860  Narila (Juva),13,7,0,0,0,0,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
51880  Koikkala (Juva),45,26,0,1,0,0,6,3,0,0,0,1,0,0,1,0,4,1,0,2,0,0,0
51890  Risulahti (Juva),38,37,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
51900  Juva Keskus (Juva),1536,130,2,218,5,13,105,218,80,86,5,20,4,23,63,65,80,329,20,70,0,0,0
51930  Paatela (Juva),32,10,0,6,0,0,10,0,1,0,0,0,0,0,0,0,5,0,0,0,0,0,0
51940  Härkälä (Juva),12,10,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
51980  Lauteala (Juva),43,25,0,3,0,0,3,6,2,0,0,0,0,0,0,0,0,0,4,0,0,0,0
52100  Anttola (Mikkeli),262,25,0,9,0,0,23,28,18,50,0,1,1,1,7,0,26,60,4,9,0,0,0
52110  Majavesi (Mikkeli),44,15,0,1,0,0,6,3,0,0,4,0,0,14,0,0,1,0,0,0,0,0,0
52150  Hauhala (Mikkeli),14,8,0,0,0,0,2,0,2,0,0,0,0,0,2,0,0,0,0,0,0,0,0
52200  Puumala Keskus (Puumala),499,77,0,26,0,2,42,53,32,44,2,4,5,13,27,22,32,97,4,17,0,0,0
52230  Hurissalo (Puumala),47,31,0,0,0,0,3,5,2,1,0,0,0,0,1,0,0,0,2,2,0,0,0
52270  Ryhälä (Puumala),10,1,0,0,0,0,2,0,0,2,0,0,0,0,0,0,0,5,0,0,0,0,0
52300  Ristiina Keskus (Mikkeli),569,42,0,21,0,5,49,78,31,28,6,10,1,54,5,11,67,131,6,24,0,0,0
52320  Vitsiälä (Mikkeli),89,7,0,4,0,4,17,1,10,5,0,0,0,1,3,0,1,36,0,0,0,0,0
52330  Heimari (Mikkeli),14,1,0,0,0,0,0,1,1,11,0,0,0,0,0,0,0,0,0,0,0,0,0
52340  Hangastenmaa (Mikkeli),32,25,0,0,0,0,3,0,2,0,0,0,0,0,2,0,0,0,0,0,0,0,0
52360  Someenjärvi (Mikkeli),8,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...
52420  Pellosniemi (Mikkeli),492,19,2,357,0,0,36,26,37,2,1,0,0,1,4,0,0,6,0,1,0,0,0
52510  Hietanen (Hirvensalmi),66,24,0,10,0,0,7,7,7,6,0,0,0,0,0,1,3,0,0,1,0,0,0
52520  Syväsmäki (Hirvensalmi),18,11,0,0,0,0,3,1,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0
52550  Hirvensalmi Keskus (Hirvensalmi),457,54,15,108,0,0,36,36,8,19,1,6,5,6,10,18,26,84,2,23,0,0,0
52610  Tuukkalanlahti (Hirvensalmi),23,19,0,0,0,1,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
52620  Kuitula (Hirvensalmi),27,8,0,0,0,0,3,0,0,0,0,0,0,1,0,0,0,15,0,0,0,0,0
52700  Mäntyharju Keskus (Mäntyharju),1571,114,0,366,5,4,114,168,78,47,15,18,26,36,31,59,74,348,13,53,2,0,0
52720  Karankamäki-Koirakivi (Mäntyharju),13,6,0,0,0,0,0,3,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0
52730  Koirakivi (Mäntyharju),13,7,0,1,0,0,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
52740  Tuustaipale (Mäntyharju),70,20,0,4,0,0,3,0,0,0,0,0,0,0,0,0,9,34,0,0,0,0,0
52760  Mynttilä (Mäntyharju),10,2,0,2,0,0,2,3,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
52780  Kuomiokoski (Mikkeli),60,1,0,57,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
52830  Suomenniemi (Mikkeli),100,28,0,3,0,1,1,11,10,13,0,5,0,1,0,4,0,20,1,2,0,0,0
52850  Halmeniemi (Mäntyharju),9,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...
52890  Käävänkylä (Mäntyharju),14,8,0,0,0,0,4,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
52920  Voikoski (Kouvola),102,6,0,90,0,0,1,0,0,0,0,0,0,0,0,0,4,1,0,0,0,0,0
52960  Nurmaa (Mäntyharju),15,10,0,0,0,0,1,0,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0
52970  Pankalahti-Ahvenainen (Mäntyharju),16,13,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
52980  Ahvenainen (Heinola),5,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...
53100  Lappeenranta keskus (Lappeenranta),7307,17,5,77,13,1,249,840,160,624,441,333,159,565,246,903,537,1519,247,371,0,0,0
53130  Keskussairaala-alue-Kimpinen (Lappeenranta),2308,0,0,0,0,0,2,0,3,31,22,0,0,137,376,50,0,1683,0,4,0,0,0
53200  Kaukas-Tirilä (Lappeenranta),1357,1,0,1032,3,1,30,87,35,28,0,0,2,6,4,0,25,29,62,12,0,0,0
53300  Lauritsala-Mälkiä (Lappeenranta),1408,24,0,163,0,4,176,129,139,61,4,2,5,42,48,0,88,416,19,88,0,0,0
53400  Laihia (Lappeenranta),241,25,0,117,0,0,28,10,36,2,0,0,0,6,5,0,2,0,0,10,0,0,0
53420  Mustola (Lappeenranta),465,1,0,12,0,3,21,132,164,0,8,0,0,10,0,99,0,0,14,1,0,0,0
53500  Parkkarila-Harapainen-Reijola (Lappeenranta),2671,8,0,204,0,5,459,721,460,226,16,2,9,67,356,0,4,83,16,35,0,0,0
53550  Kourulanmäki (Lappeenranta),1401,2,0,171,0,12,161,600,32,3,0,0,4,20,201,0,48,143,1,3,0,0,0
53600  Kesämäki (Lappeenranta),2463,38,0,481,87,8,341,511,51,31,9,0,27,83,129,145,231,267,0,24,0,0,0
53650  Mattila-Kuusela (Lappeenranta),549,10,43,319,18,4,27,22,31,7,0,0,0,4,27,0,0,31,5,1,0,0,0
53810  Kuusimäki-Lavola (Lappeenranta),424,4,0,69,0,15,59,32,45,19,3,1,1,19,1,0,10,92,36,18,0,0,0
53830  Rutola (Lappeenranta),84,2,0,1,0,0,10,6,44,0,0,0,0,5,2,0,0,14,0,0,0,0,0
53850  Skinnarila (Lappeenranta),2925,26,0,65,0,0,249,100,58,72,363,10,14,206,11,60,1174,367,59,91,0,0,0
53900  Pallo-Tysterniemi-Leiri (Lappeenranta),971,4,6,72,0,0,8,61,3,71,66,0,35,277,5,210,49,46,31,27,0,0,0
53920  Voisalmi (Lappeenranta),373,1,0,86,48,0,28,36,22,5,1,1,1,3,6,0,45,84,3,3,0,0,0
53950  Kivisalmi (Lappeenranta),74,3,0,3,0,0,2,11,19,4,2,1,3,5,6,0,0,1,2,12,0,0,0
54100  Joutseno Keskus (Lappeenranta),1574,64,0,572,0,0,131,106,100,29,6,18,9,11,41,15,143,263,5,61,0,0,0
54110  Lampikangas (Lappeenranta),210,0,0,113,0,8,22,4,8,0,0,0,0,1,47,0,0,1,0,6,0,0,0
54120  Pulp (Lappeenranta),454,19,0,283,0,0,25,9,70,8,0,0,0,1,2,0,11,21,0,5,0,0,0
54190  Konnunsuo (Lappeenranta),124,6,0,0,0,36,2,1,5,8,0,0,0,1,0,0,0,65,0,0,0,0,0
54230  Nuijamaa (Lappeenranta),499,34,4,2,0,0,3,87,20,0,0,0,0,10,2,323,4,0,6,2,0,0,2
54250  Rapattila (Lappeenranta),28,9,0,0,0,0,0,0,10,0,0,0,0,0,2,0,0,4,3,0,0,0,0
54260  Hanhijärvi (Lappeenranta),94,21,14,15,0,0,21,4,4,0,0,0,0,2,5,0,7,1,0,0,0,0,0
54270  Vainikkala (Lappeenranta),239,29,0,0,0,0,8,0,103,5,1,0,0,1,0,90,0,0,0,2,0,0,0
54300  Vilkjärvi (Lappeenranta),96,15,0,14,0,0,35,3,13,0,0,0,0,4,0,0,4,5,2,1,0,0,0
54310  Hytti (Lappeenranta),59,14,0,2,0,0,2,2,36,0,0,0,0,1,0,0,0,2,0,0,0,0,0
54330  Simola (Lappeenranta),59,13,0,4,0,0,8,2,8,1,0,0,0,10,1,0,5,0,1,6,0,0,0
54390  Pulsa (Lappeenranta),16,8,0,1,0,0,0,2,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0
54410  Ylämaa Keskus (Lappeenranta),211,33,32,28,0,0,12,9,21,5,0,0,0,3,3,0,0,52,0,13,0,0,0
54430  Hujakkala (Lappeenranta),38,29,7,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
54460  Ylijärvi (Lappeenranta),13,7,1,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0
54490  Ahomäki (Miehikkälä),15,5,1,2,0,0,0,0,2,0,0,0,0,0,0,0,0,5,0,0,0,0,0
54500  Taavetti-Somerharju (Luumäki),906,63,4,143,0,1,45,85,65,11,3,12,1,50,40,33,51,173,6,120,0,0,0
54510  Uro (Luumäki),192,113,1,26,0,0,35,3,10,4,0,0,0,0,0,0,0,0,0,0,0,0,0
54530  Luumäki (Luumäki),136,25,0,22,0,0,18,18,12,11,0,0,1,8,1,0,14,5,0,1,0,0,0
54550  Suo-Anttila (Luumäki),20,7,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
54580  Somerharju (Luumäki),5,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...
54590  Kaitjärvi (Luumäki),8,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...
54710  Lemi Keskus (Lemi),362,33,1,46,0,0,29,18,3,25,0,10,1,11,7,19,44,77,17,21,0,0,0
54720  Laksiainen (Lemi),23,19,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
54750  Välijoki (Savitaipale),60,33,0,0,0,0,7,1,7,0,0,0,1,0,8,0,0,3,0,0,0,0,0
54770  Heituinlahti (Savitaipale),99,35,1,27,0,0,6,5,3,4,0,0,0,0,6,7,3,1,0,1,0,0,0
54800  Savitaipale Keskus (Savitaipale),839,89,0,69,2,6,41,81,81,52,8,14,2,26,16,23,68,230,7,24,0,0,0
54820  Kotimäki (Lemi),14,7,0,1,0,0,2,1,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0
54850  Kuukanniemi (Lemi),92,7,0,14,0,0,25,11,7,2,4,1,1,1,1,0,0,16,0,2,0,0,0
54915  Saimaanharju-Kyläniemi (Taipalsaari),220,0,0,1,0,0,15,43,19,12,1,0,0,6,4,0,45,63,8,3,0,0,0
54920  Taipalsaari (Taipalsaari),344,15,2,22,0,0,41,13,41,11,1,0,2,11,3,29,29,87,6,31,0,0,0
54930  Levänen (Taipalsaari),42,28,0,1,0,0,6,1,2,0,0,0,0,1,3,0,0,0,0,0,0,0,0
